"BenchmarkName","Method","BaselineVersion","NewVersion","BaselineTime","NewTime","TimeChangePercent","TimeIndicator","BaselineMemory","NewMemory","MemoryChangePercent","MemoryIndicator"
"AnyNonNullVsJustEnumerating","JustEnumerate","8.0.2","10.0.0","4.618 ns","5.584 ns","20.91814638371588","✗","-","-",,""
"AnyNonNullVsJustEnumerating","AnyCheckThenEnumerate","8.0.2","10.0.0","64.347 ns","12.740 ns","-80.20109717624753","✓","32 B","-",,""
"AnyNonNullVsJustEnumerating","JustEnumerate","8.0.2","10.0.0","35,547.062 ns","32,226.422 ns","-9.34153151672563","✓","-","-",,""
"AnyNonNullVsJustEnumerating","AnyCheckThenEnumerate","8.0.2","10.0.0","368,679.915 ns","64,831.953 ns","-82.4151112218847","✓","32 B","-",,""
"ArrayBoundsChecks","ForLoopCountField","8.0.1","10.0.0","7.574 μs","7.501 μs","-0.9638236070768419","≈",,,,""
"ArrayBoundsChecks","ForLoopCountLocalVariable","8.0.1","10.0.0","4.470 μs","5.262 μs","17.71812080536913","✗",,,,""
"ArrayBoundsChecks","ForEachLoopCountField","8.0.1","10.0.0","4.482 μs","5.305 μs","18.362338241856314","✗",,,,""
"ArrayBoundsChecks","ForEachLoopCountLocalVariable","8.0.1","10.0.0","4.368 μs","5.247 μs","20.123626373626376","✗",,,,""
"ArrayBoundsChecks","Lulz1","8.0.1","10.0.0","5.481 μs","5.475 μs","-0.10946907498631638","≈",,,,""
"ArrayBoundsChecks","Lulz2","8.0.1","10.0.0","5.588 μs","5.516 μs","-1.288475304223336","≈",,,,""
"ArrayBoundsChecks","Lulz3","8.0.1","10.0.0","5.450 μs","5.563 μs","2.073394495412844","≈",,,,""
"ArrayForVsForeach","ForLoopCountFieldAccess","8.0.5","10.0.0","5.478 ns","6.921 ns","26.341730558598037","✗",,,,""
"ArrayForVsForeach","ForLoopCountLocalAccess","8.0.5","10.0.0","2.999 ns","4.699 ns","56.685561853951306","✗",,,,""
"ArrayForVsForeach","ForEachLoopCount","8.0.5","10.0.0","3.004 ns","4.692 ns","56.191744340878834","✗",,,,""
"ArrayForVsForeach","ForLoopCountFieldAccess","8.0.5","10.0.0","54.543 ns","78.307 ns","43.569293951561164","✗",,,,""
"ArrayForVsForeach","ForLoopCountLocalAccess","8.0.5","10.0.0","32.095 ns","52.790 ns","64.48044866801683","✗",,,,""
"ArrayForVsForeach","ForEachLoopCount","8.0.5","10.0.0","31.939 ns","52.024 ns","62.885500485300106","✗",,,,""
"ArrayForVsForeach","ForLoopCountFieldAccess","8.0.5","10.0.0","51,594.918 ns","73,449.842 ns","42.358675712983995","✗",,,,""
"ArrayForVsForeach","ForLoopCountLocalAccess","8.0.5","10.0.0","33,187.575 ns","62,531.646 ns","88.41884651108136","✗",,,,""
"ArrayForVsForeach","ForEachLoopCount","8.0.5","10.0.0","32,964.418 ns","62,419.638 ns","89.3545883321829","✗",,,,""
"ArrayListVsList","CreateArrayListOfInt","8.0.1","10.0.0","5,996.43 μs","5,432.35 μs","-9.406930456955221","✓","4497597 B","4497596 B","-2.223409522907455E-05","≈"
"ArrayListVsList","CreateListOfInt","8.0.1","10.0.0","279.88 μs","262.56 μs","-6.1883664427611835","✓","1049268 B","1049262 B","-0.0005718272166882055","≈"
"ArrayListVsList","CreateArrayListOfObject","8.0.1","10.0.0","7,419.57 μs","6,613.46 μs","-10.864645794837168","✓","5288061 B","5287998 B","-0.0011913629589371227","≈"
"ArrayListVsList","CreateListOfObject","8.0.1","10.0.0","7,528.05 μs","6,672.49 μs","-11.364961709871746","✓","5288062 B","5287999 B","-0.001191362733644197","≈"
"ArrayListVsList","IterateArrayListOfInt","8.0.1","10.0.0","284.05 μs","256.24 μs","-9.790529836296427","✓","48 B","48 B",,""
"ArrayListVsList","IterateListOfInt","8.0.1","10.0.0","62.20 μs","62.70 μs","0.8038585209003215","≈","-","-",,""
"ArrayListVsList","IterateArrayListOfObject","8.0.1","10.0.0","261.55 μs","255.68 μs","-2.2443127509080485","≈","48 B","48 B",,""
"ArrayListVsList","IterateListOfObject","8.0.1","10.0.0","104.49 μs","96.76 μs","-7.397837113599387","✓","-","-",,""
"ArrayVsDictionaryLookup","LookupUsingArray","8.0.1","10.0.0","18.15 μs","18.22 μs","0.3856749311294766","≈","-","-",,""
"ArrayVsDictionaryLookup","LookupUsingDictionary","8.0.1","10.0.0","19.53 μs","18.84 μs","-3.5330261136712746","≈","-","-",,""
"ArrayVsDictionaryLookup","LookupUsingArray","8.0.1","10.0.0","181.09 μs","182.10 μs","0.5577337235628693","≈","-","-",,""
"ArrayVsDictionaryLookup","LookupUsingDictionary","8.0.1","10.0.0","195.27 μs","188.41 μs","-3.513084447175705","≈","-","-",,""
"ArrayVsDictionaryLookup","LookupUsingArray","8.0.1","10.0.0","1,810.53 μs","1,821.02 μs","0.5793883558957874","≈","-","-",,""
"ArrayVsDictionaryLookup","LookupUsingDictionary","8.0.1","10.0.0","1,949.98 μs","1,898.47 μs","-2.641565554518508","≈","-","-",,""
"ArrayVsDictionaryLookup","LookupUsingArray","8.0.1","10.0.0","18,104.29 μs","18,203.76 μs","0.5494277875575347","≈","-","-",,""
"ArrayVsDictionaryLookup","LookupUsingDictionary","8.0.1","10.0.0","19,522.37 μs","18,830.75 μs","-3.542705112135463","≈","-","-",,""
"ArrayVsDictionaryLookup","LookupUsingArray","8.0.1","10.0.0","181,054.62 μs","182,080.20 μs","0.5664478487210103","≈","-","-",,""
"ArrayVsDictionaryLookup","LookupUsingDictionary","8.0.1","10.0.0","195,161.50 μs","189,531.92 μs","-2.8845750826879275","≈","-","-",,""
"AsCastVsDirectCast","AsCast","8.0.1","10.0.0","108.3 ns","12.25 ns","-88.6888273314866","✓",,,,""
"AsCastVsDirectCast","DirectCast","8.0.1","10.0.0","101.6 ns","13.49 ns","-86.7224409448819","✓",,,,""
"AsCastVsDirectCast","AsCast","8.0.1","10.0.0","10,958.0 ns","1,052.33 ns","-90.39669647745939","✓",,,,""
"AsCastVsDirectCast","DirectCast","8.0.1","10.0.0","11,022.3 ns","1,060.74 ns","-90.37641871478729","✓",,,,""
"AsCastVsDirectCast","AsCast","8.0.1","10.0.0","11,182,833.8 ns","1,420,308.51 ns","-87.29920755864225","✓",,,,""
"AsCastVsDirectCast","DirectCast","8.0.1","10.0.0","10,284,217.1 ns","1,324,906.58 ns","-87.11708857254676","✓",,,,""
"AspNetRouteLookups","MatchUrlsUsingTemplateMatcher","8.0.7","10.0.0","52.50 μs","19.04 μs","-63.733333333333334","✓","1920 B","1920 B",,""
"AspNetRouteLookups","MatchUrlsUsingRegex","8.0.7","10.0.0","23.61 μs","16.12 μs","-31.72384582803896","✓","40 B","-",,""
"AsyncAwaitVsTaskReturn","AsyncAwaitWithAwaitChain","9.0.6","9.0.6","129.24 μs","129.24 μs",,"","29.84 KB","29.84 KB",,""
"AsyncAwaitVsTaskReturn","AsyncAwaitWithReturnChain","9.0.6","9.0.6","61.98 μs","61.98 μs",,"","9.49 KB","9.49 KB",,""
"AsyncSignaledEvents","SemaphoreSlimAsync","7.0.7","7.0.7","139.74 μs","139.74 μs",,"","41.71 KB","41.71 KB",,""
"AsyncSignaledEvents","AsyncSemaphoreAsync","7.0.7","7.0.7","182.31 μs","182.31 μs",,"","51.15 KB","51.15 KB",,""
"AsyncSignaledEvents","AsyncManualResetEventAsync","7.0.7","7.0.7","74.30 μs","74.30 μs",,"","23.48 KB","23.48 KB",,""
"AsyncSignaledEvents","AsyncManualResetEventNitoAsync","7.0.7","7.0.7","67.07 μs","67.07 μs",,"","23.46 KB","23.46 KB",,""
"AsyncVsNonAsyncMemoryStreamRead","ReadMemoryStream","8.0.1","10.0.0","14.06 ns","15.11 ns","7.467994310099566","✗","280 B","280 B",,""
"AsyncVsNonAsyncMemoryStreamRead","ReadMemoryStreamAsync","8.0.1","10.0.0","33.78 ns","29.54 ns","-12.551805802249858","✓","352 B","352 B",,""
"AsyncVsNonAsyncMemoryStreamRead","ReadMemoryStreamAsyncCancelTokenOverload","8.0.1","10.0.0","53.03 ns","35.22 ns","-33.58476334150481","✓","352 B","352 B",,""
"AsyncVsNonAsyncMemoryStreamRead","ReadMemoryStream","8.0.1","10.0.0","14.47 ns","11.86 ns","-18.0373185901866","✓","280 B","280 B",,""
"AsyncVsNonAsyncMemoryStreamRead","ReadMemoryStreamAsync","8.0.1","10.0.0","35.21 ns","29.65 ns","-15.790968474865103","✓","352 B","352 B",,""
"AsyncVsNonAsyncMemoryStreamRead","ReadMemoryStreamAsyncCancelTokenOverload","8.0.1","10.0.0","52.81 ns","36.17 ns","-31.509183866691913","✓","352 B","352 B",,""
"AsyncVsNonAsyncMemoryStreamRead","ReadMemoryStream","8.0.1","10.0.0","14.03 ns","11.90 ns","-15.181753385602276","✓","280 B","280 B",,""
"AsyncVsNonAsyncMemoryStreamRead","ReadMemoryStreamAsync","8.0.1","10.0.0","33.91 ns","29.73 ns","-12.326747272191083","✓","352 B","352 B",,""
"AsyncVsNonAsyncMemoryStreamRead","ReadMemoryStreamAsyncCancelTokenOverload","8.0.1","10.0.0","52.25 ns","36.16 ns","-30.794258373205746","✓","352 B","352 B",,""
"AsyncVsSyncFileIO","WriteFileSync","8.0.12","10.0.0","572.51 μs","273.85 μs","-52.166774379486824","✓","6.72 KB","6.7 KB","-0.2976190476190413","≈"
"AsyncVsSyncFileIO","WriteFileAsync","8.0.12","10.0.0","563.07 μs","277.91 μs","-50.643792068481716","✓","6.72 KB","6.7 KB","-0.2976190476190413","≈"
"AsyncVsSyncFileIO","ReadFileSync","8.0.12","10.0.0","79.37 μs","76.28 μs","-3.8931586241653013","≈","7.99 KB","7.97 KB","-0.25031289111389815","≈"
"AsyncVsSyncFileIO","ReadFileAsync","8.0.12","10.0.0","161.76 μs","110.36 μs","-31.775469831849655","✓","9.74 KB","9.74 KB",,""
"AsyncVsSyncFileIO","WriteFileSync","8.0.12","10.0.0","557.96 μs","277.04 μs","-50.34769517528138","✓","9.75 KB","9.73 KB","-0.20512820512820074","≈"
"AsyncVsSyncFileIO","WriteFileAsync","8.0.12","10.0.0","558.90 μs","278.11 μs","-50.23975666487743","✓","9.75 KB","9.73 KB","-0.20512820512820074","≈"
"AsyncVsSyncFileIO","ReadFileSync","8.0.12","10.0.0","78.08 μs","78.02 μs","-0.07684426229508197","≈","10.81 KB","10.78 KB","-0.27752081406106505","≈"
"AsyncVsSyncFileIO","ReadFileAsync","8.0.12","10.0.0","165.61 μs","106.62 μs","-35.61982972042751","✓","18.89 KB","18.88 KB","-0.05293806246692199","≈"
"AsyncVsSyncFileIO","WriteFileSync","8.0.12","10.0.0","7,892.78 μs","3,920.63 μs","-50.32637423062597","✓","3125.53 KB","3125.39 KB","-0.004479240320852061","≈"
"AsyncVsSyncFileIO","WriteFileAsync","8.0.12","10.0.0","12,776.25 μs","6,905.47 μs","-45.950728891497896","✓","3171.73 KB","3171.62 KB","-0.0034681388390603025","≈"
"AsyncVsSyncFileIO","ReadFileSync","8.0.12","10.0.0","3,149.96 μs","2,433.64 μs","-22.74060622992038","✓","3132.83 KB","3132.7 KB","-0.004149602755339713","≈"
"AsyncVsSyncFileIO","ReadFileAsync","8.0.12","10.0.0","9,040.12 μs","5,427.33 μs","-39.96396065538953","✓","10199.25 KB","10199.22 KB","-0.00029413927495310766","≈"
"AtLeastOneCommonElement","ListAnyListContains","8.0.16","10.0.0","66.51 ns","18.75 ns","-71.80875056382499","✓","104 B","-",,""
"AtLeastOneCommonElement","ListAnyHashSetContains","8.0.16","10.0.0","75.81 ns","19.61 ns","-74.13270017148133","✓","104 B","-",,""
"AtLeastOneCommonElement","ListAnyFrozenSetContains","8.0.16","10.0.0","46.73 ns","10.27 ns","-78.02268350096297","✓","104 B","-",,""
"AtLeastOneCommonElement","LinqIntersectListThenAny","8.0.16","10.0.0","271.39 ns","197.50 ns","-27.22650060798113","✓","472 B","432 B","-8.47457627118644","✓"
"AtLeastOneCommonElement","HashSetOverlapsListMethod","8.0.16","10.0.0","59.53 ns","24.31 ns","-59.16344700151184","✓","40 B","-",,""
"AtLeastOneCommonElement","FrozenSetOverlapsListMethod","8.0.16","10.0.0","37.89 ns","12.95 ns","-65.82211665347057","✓","40 B","-",,""
"AtLeastOneCommonElement","ListAnyListContains","8.0.16","10.0.0","52,511.76 ns","42,613.28 ns","-18.850025213399825","✓","104 B","-",,""
"AtLeastOneCommonElement","ListAnyHashSetContains","8.0.16","10.0.0","4,450.78 ns","1,528.32 ns","-65.66174917654884","✓","104 B","-",,""
"AtLeastOneCommonElement","ListAnyFrozenSetContains","8.0.16","10.0.0","3,186.96 ns","1,201.53 ns","-62.29855410799006","✓","104 B","-",,""
"AtLeastOneCommonElement","LinqIntersectListThenAny","8.0.16","10.0.0","15,159.71 ns","11,732.21 ns","-22.6092715493898","✓","17944 B","17904 B","-0.2229157378510923","≈"
"AtLeastOneCommonElement","HashSetOverlapsListMethod","8.0.16","10.0.0","3,436.33 ns","1,766.21 ns","-48.60185139378348","✓","40 B","-",,""
"AtLeastOneCommonElement","FrozenSetOverlapsListMethod","8.0.16","10.0.0","2,847.79 ns","1,374.83 ns","-51.72291496212853","✓","40 B","-",,""
"Base64DecodeAfterFirstChar","ConvertFromBase64WtihSubstring","8.0.3","10.0.0","657.7 μs","369.6 μs","-43.80416603314581","✓","441.99 KB","441.98 KB","-0.0022624946265732042","≈"
"Base64DecodeAfterFirstChar","ConvertTryFromBase64Chars","8.0.3","10.0.0","603.2 μs","314.6 μs","-47.8448275862069","✓","287.3 KB","287.3 KB",,""
"Base64DecodeAfterFirstChar","ConvertTryFromBase64CharsWithArrayPool","8.0.3","10.0.0","579.5 μs","323.8 μs","-44.12424503882658","✓","287.3 KB","287.3 KB",,""
"Base64DecodeAfterFirstChar","ConvertFromBase64WtihSubstring","8.0.3","10.0.0","150,420.1 μs","82,225.1 μs","-45.33636129745958","✓","44243.52 KB","44241.82 KB","-0.003842370588951986","≈"
"Base64DecodeAfterFirstChar","ConvertTryFromBase64Chars","8.0.3","10.0.0","131,563.0 μs","71,959.4 μs","-45.30422687229692","✓","28775.4 KB","28772.87 KB","-0.008792232253947724","≈"
"Base64DecodeAfterFirstChar","ConvertTryFromBase64CharsWithArrayPool","8.0.3","10.0.0","131,205.3 μs","72,587.2 μs","-44.67662510584557","✓","28772.65 KB","28772.58 KB","-0.00024328659334370994","≈"
"BinarySearch","BinarySearchWithDivide","8.0.7","10.0.0","31.94 ns","32.87 ns","2.9117094552285416","≈","-","-",,""
"BinarySearch","BinarySearchWithShift","8.0.7","10.0.0","31.27 ns","20.40 ns","-34.76175247841382","✓","-","-",,""
"BinarySearch","BinarySearchBCLImplementation","8.0.7","10.0.0","44.20 ns","33.06 ns","-25.20361990950226","✓","-","-",,""
"BinarySearch","BinarySearchGenericBCLImpl","8.0.7","10.0.0","46.53 ns","25.36 ns","-45.49752847625188","✓","-","-",,""
"BitArrayVsHashSet","LookupUsingHashSet","8.0.11","10.0.0","2,998.4 ns","1,298.1 ns","-56.70691035218783","✓",,,,""
"BitArrayVsHashSet","LookupUsingBitArray","8.0.11","10.0.0","582.5 ns","614.6 ns","5.5107296137339095","✗",,,,""
"Bitset","ReadCustomBitSet","8.0.1","10.0.0","98.51 ns","89.10 ns","-9.552329712719532","✓","-","-",,""
"Bitset","ReadBitArray","8.0.1","10.0.0","58.19 ns","64.10 ns","10.156384258463648","✗","-","-",,""
"Bitset","ReadReacherBitSet","8.0.1","10.0.0","58.84 ns","44.23 ns","-24.83004758667574","✓","-","-",,""
"Bitset","WriteCustomBitSet","8.0.1","10.0.0","633.34 ns","592.46 ns","-6.454668898222122","✓","304 B","304 B",,""
"Bitset","WriteBitArray","8.0.1","10.0.0","569.26 ns","559.62 ns","-1.693426553771561","≈","304 B","304 B",,""
"Bitset","WriteReacherBitSet","8.0.1","10.0.0","564.64 ns","516.39 ns","-8.545267781241145","✓","304 B","304 B",,""
"Bitset","ReadCustomBitSet","8.0.1","10.0.0","1,564.53 ns","1,479.07 ns","-5.462343323554041","✓","-","-",,""
"Bitset","ReadBitArray","8.0.1","10.0.0","1,234.12 ns","1,048.49 ns","-15.041487051502278","✓","-","-",,""
"Bitset","ReadReacherBitSet","8.0.1","10.0.0","720.62 ns","815.87 ns","13.217784685409786","✗","-","-",,""
"Bitset","WriteCustomBitSet","8.0.1","10.0.0","5,152.16 ns","5,317.40 ns","3.207198534207008","≈","304 B","304 B",,""
"Bitset","WriteBitArray","8.0.1","10.0.0","3,953.15 ns","4,536.04 ns","14.744950229563761","✗","304 B","304 B",,""
"Bitset","WriteReacherBitSet","8.0.1","10.0.0","3,535.30 ns","3,605.83 ns","1.995021638899096","≈","304 B","304 B",,""
"Bitset","ReadCustomBitSet","8.0.1","10.0.0","5,168,838.12 ns","5,636,867.41 ns","9.054825845464862","✗","-","-",,""
"Bitset","ReadBitArray","8.0.1","10.0.0","5,113,899.80 ns","5,426,084.79 ns","6.104636426392247","✗","-","-",,""
"Bitset","ReadReacherBitSet","8.0.1","10.0.0","701,147.72 ns","790,240.72 ns","12.706737461829015","✗","-","-",,""
"Bitset","WriteCustomBitSet","8.0.1","10.0.0","12,425,566.52 ns","12,653,189.40 ns","1.8318913639359828","≈","310 B","304 B","-1.935483870967742","≈"
"Bitset","WriteBitArray","8.0.1","10.0.0","11,832,379.02 ns","12,466,032.08 ns","5.35524647181223","✗","310 B","304 B","-1.935483870967742","≈"
"Bitset","WriteReacherBitSet","8.0.1","10.0.0","11,829,652.50 ns","12,101,006.15 ns","2.293842951008074","≈","310 B","304 B","-1.935483870967742","≈"
"BlockCopyVsArrayCopyFloats","ArrayCopy","8.0.5","10.0.0","257.1 μs","286.1 μs","11.27965772073122","✗",,,,""
"BlockCopyVsArrayCopyFloats","BufferBlockCopy","8.0.5","10.0.0","272.6 μs","283.7 μs","4.071900220102714","≈",,,,""
"BlockingCollectionVsChannel","GetTotalUsingBlockingCollectionSingleTask","8.0.1","10.0.0","1.201 ms","1.218 ms","1.4154870940882598","≈","33.51 KB","33.51 KB",,""
"BlockingCollectionVsChannel","GetTotalUsingChannelSingleTask","8.0.1","10.0.0","1.177 ms","1.198 ms","1.7841971112999149","≈","33.85 KB","33.8 KB","-0.14771048744462115","≈"
"BlockingCollectionVsChannel","GetTotalUsingBlockingCollectionMultipleTasks","8.0.1","10.0.0","7.466 ms","7.458 ms","-0.10715242432360034","≈","29.28 KB","30.93 KB","5.6352459016393395","✗"
"BlockingCollectionVsChannel","GetTotalUsingChannelMultipleTasks","8.0.1","10.0.0","7.224 ms","7.651 ms","5.910852713178294","✗","40.17 KB","31.43 KB","-21.75753049539458","✓"
"BlockingCollectionVsChannel","GetTotalUsingBlockingCollectionSingleTask","8.0.1","10.0.0","12.131 ms","11.918 ms","-1.7558321655263376","≈","258.39 KB","258.39 KB",,""
"BlockingCollectionVsChannel","GetTotalUsingChannelSingleTask","8.0.1","10.0.0","11.464 ms","12.092 ms","5.478018143754362","✗","258.73 KB","258.68 KB","-0.019325165230167113","≈"
"BlockingCollectionVsChannel","GetTotalUsingBlockingCollectionMultipleTasks","8.0.1","10.0.0","75.063 ms","75.070 ms","0.009325499913406072","≈","263.62 KB","245.21 KB","-6.983536909187466","✓"
"BlockingCollectionVsChannel","GetTotalUsingChannelMultipleTasks","8.0.1","10.0.0","74.566 ms","75.886 ms","1.770243810852131","≈","266.18 KB","267.11 KB","0.3493876324291858","≈"
"Boxing","BuildIntListWithoutBoxing","8.0.1","10.0.0","1.125 μs","1.081 μs","-3.911111111111111","≈","3.96 KB","3.96 KB",,""
"Boxing","BuildIntListWitBoxing","8.0.1","10.0.0","7.005 μs","5.622 μs","-19.743040685224837","✓","31.3 KB","31.3 KB",,""
"Boxing","BuildIntListWithoutBoxing","8.0.1","10.0.0","120.035 μs","347.699 μs","189.66468113466905","✗","390.72 KB","390.72 KB",,""
"Boxing","BuildIntListWitBoxing","8.0.1","10.0.0","1,817.119 μs","1,487.266 μs","-18.152526059107853","✓","3125.14 KB","3125.14 KB",,""
"BubbleSort","BubbleSortUsingTempVariable","8.0.1","10.0.0","596.6 μs","524.6 μs","-12.068387529332886","✓",,,,""
"BubbleSort","BubbleSortUsingSwapFunction","8.0.1","10.0.0","523.2 μs","523.3 μs","0.019113149847072547","≈",,,,""
"BubbleSort","BubbleSortUsingTupleToSwap","8.0.1","10.0.0","523.6 μs","523.3 μs","-0.05729564553095077","≈",,,,""
"BuildLogIdSplitVsSpan","GetLogIdWithIndexOfAndSpan","8.0.12","10.0.0","63.60 ns","37.87 ns","-40.4559748427673","✓","72 B","72 B",,""
"BuildLogIdSplitVsSpan","GetLogIdWithIndexOfAndSubstringChatGPT","8.0.12","10.0.0","78.87 ns","44.24 ns","-43.90769620895144","✓","144 B","144 B",,""
"BuildLogIdSplitVsSpan","GetLogIdWithSplit","8.0.12","10.0.0","166.11 ns","87.34 ns","-47.42038408283668","✓","264 B","264 B",,""
"BuildLogIdSplitVsSpan","GetLogIdWithCustomSpanSplit","8.0.12","10.0.0","65.56 ns","38.93 ns","-40.61928004881025","✓","72 B","72 B",,""
"CaseInsensitiveStringComparison","StringComparisonOrdinalIgnoreCase","8.0.1","10.0.0","61.48 μs","17.05 μs","-72.26740403383214","✓","-","-",,""
"CaseInsensitiveStringComparison","ToLower","8.0.1","10.0.0","92.19 μs","45.69 μs","-50.43931012040351","✓","144936 B","144936 B",,""
"CaseInsensitiveStringComparison","ToUpper","8.0.1","10.0.0","86.21 μs","46.08 μs","-46.549124231527664","✓","108736 B","108736 B",,""
"CaseInsensitiveStringComparison","ToLowerInvariant","8.0.1","10.0.0","85.47 μs","41.45 μs","-51.5034515034515","✓","144936 B","144936 B",,""
"CaseInsensitiveStringComparison","ToUpperInvariant","8.0.1","10.0.0","80.09 μs","43.02 μs","-46.28542889249594","✓","108736 B","108736 B",,""
"CaseInsensitiveStringComparison","StringComparisonIgnoreCaseFlag","8.0.1","10.0.0","209.28 μs","154.02 μs","-26.40481651376147","✓","-","-",,""
"CaseInsensitiveStringComparison","StringComparisonInvariantCultureIgnoreCase","8.0.1","10.0.0","196.41 μs","152.60 μs","-22.30538159971488","✓","-","-",,""
"CaseInsensitiveStringComparison","StringComparisonCurrentCultureIgnoreCase","8.0.1","10.0.0","205.47 μs","153.69 μs","-25.200759234924806","✓","-","-",,""
"CheckIsBool","CheckWithTryParse","9.0.3","10.0.0","82.46 μs","41.36 μs","-49.842347804996365","✓","38.28 KB","38.28 KB",,""
"CheckIsBool","CheckWithStringCompare","9.0.3","10.0.0","60.31 μs","33.86 μs","-43.85674017575858","✓","38.28 KB","38.28 KB",,""
"CheckIsBool","CheckWithStringCompareAaronSearchValues","9.0.3","10.0.0","78.05 μs","46.17 μs","-40.845611787315825","✓","38.28 KB","38.28 KB",,""
"CheckIsBool","CheckWithStringCompareAaronFrozenSet","9.0.3","10.0.0","63.11 μs","39.91 μs","-36.761210584693394","✓","38.28 KB","38.28 KB",,""
"CheckThreeValues","CheckWithArray","8.0.7","10.0.0","33.977 μs","21.221 μs","-37.543043823763135","✓","88048 B","88000 B","-0.05451571869889151","≈"
"CheckThreeValues","CheckWithSimpleIf","8.0.7","10.0.0","4.860 μs","2.751 μs","-43.39506172839506","✓","-","-",,""
"CollectionBulkVsIndividualAdd","ListIndividualAdd","10.0.0","10.0.0","32.12 ns","32.12 ns",,"","96 B","96 B",,""
"CollectionBulkVsIndividualAdd","ListAddRange","10.0.0","10.0.0","24.50 ns","24.50 ns",,"","96 B","96 B",,""
"CollectionBulkVsIndividualAdd","ListConstructorWithCollection","10.0.0","10.0.0","21.54 ns","21.54 ns",,"","96 B","96 B",,""
"CollectionBulkVsIndividualAdd","HashSetIndividualAdd","10.0.0","10.0.0","116.78 ns","116.78 ns",,"","296 B","296 B",,""
"CollectionBulkVsIndividualAdd","HashSetUnionWith","10.0.0","10.0.0","110.92 ns","110.92 ns",,"","328 B","328 B",,""
"CollectionBulkVsIndividualAdd","HashSetConstructorWithCollection","10.0.0","10.0.0","109.23 ns","109.23 ns",,"","328 B","328 B",,""
"CollectionBulkVsIndividualAdd","ListIndividualAdd","10.0.0","10.0.0","18,575.47 ns","18,575.47 ns",,"","40056 B","40056 B",,""
"CollectionBulkVsIndividualAdd","ListAddRange","10.0.0","10.0.0","3,832.99 ns","3,832.99 ns",,"","40056 B","40056 B",,""
"CollectionBulkVsIndividualAdd","ListConstructorWithCollection","10.0.0","10.0.0","3,920.43 ns","3,920.43 ns",,"","40056 B","40056 B",,""
"CollectionBulkVsIndividualAdd","HashSetIndividualAdd","10.0.0","10.0.0","138,445.37 ns","138,445.37 ns",,"","161781 B","161781 B",,""
"CollectionBulkVsIndividualAdd","HashSetUnionWith","10.0.0","10.0.0","126,675.43 ns","126,675.43 ns",,"","161813 B","161813 B",,""
"CollectionBulkVsIndividualAdd","HashSetConstructorWithCollection","10.0.0","10.0.0","119,994.04 ns","119,994.04 ns",,"","161813 B","161813 B",,""
"CollectionExpressionVsToArray","ToArray","8.0.12","10.0.0","41.02 ns","19.26 ns","-53.047294002925405","✓","48 B","48 B",,""
"CollectionExpressionVsToArray","CollectionExpression","8.0.12","10.0.0","64.62 ns","19.32 ns","-70.1021355617456","✓","136 B","48 B","-64.70588235294117","✓"
"ComparingByteArrays","CompareNormal","8.0.4","10.0.0","4,366.7 ns","3,137.5 ns","-28.149403439668397","✓","-","-",,""
"ComparingByteArrays","CompareUnsafeHandRolled","8.0.4","10.0.0","543.0 ns","399.8 ns","-26.372007366482503","✓","-","-",,""
"ComparingByteArrays","CompareStructuralEqualityComparer","8.0.4","10.0.0","1,083,122.8 ns","145,736.7 ns","-86.54476666911638","✓","480001 B","480000 B","-0.00020833289930645977","≈"
"ComparingByteArrays","CompareIStructuralEquatable","8.0.4","10.0.0","1,025,597.4 ns","149,568.3 ns","-85.41647043957016","✓","480001 B","480000 B","-0.00020833289930645977","≈"
"ComparingByteArrays","CompareSpanSequenceEqual","8.0.4","10.0.0","189.6 ns","201.4 ns","6.223628691983128","✗","-","-",,""
"ConcatVsAppendStringArrays","UsingConcat","10.0.0","10.0.0","4.524 μs","4.524 μs",,"","4.25 KB","4.25 KB",,""
"ConcatVsAppendStringArrays","UsingAppend","10.0.0","10.0.0","3.467 μs","3.467 μs",,"","4.24 KB","4.24 KB",,""
"ConcatVsAppendStringArrays","UsingListAdd","10.0.0","10.0.0","2.772 μs","2.772 μs",,"","4.8 KB","4.8 KB",,""
"ConcatVsAppendStringArrays","UsingListAddRange","10.0.0","10.0.0","3.827 μs","3.827 μs",,"","4.89 KB","4.89 KB",,""
"ConcatVsAppendStringArrays","UsingArrayWithIndex","10.0.0","10.0.0","3.039 μs","3.039 μs",,"","3.95 KB","3.95 KB",,""
"ConcatVsAppendStringArrays","UsingArrayCopyTo","10.0.0","10.0.0","3.038 μs","3.038 μs",,"","4.76 KB","4.76 KB",,""
"ConcatVsAppendStringArrays","UsingSpanAndCopyTo","10.0.0","10.0.0","2.693 μs","2.693 μs",,"","3.95 KB","3.95 KB",,""
"ConcatVsAppendStringArrays","UsingConcat","10.0.0","10.0.0","43.667 μs","43.667 μs",,"","46.44 KB","46.44 KB",,""
"ConcatVsAppendStringArrays","UsingAppend","10.0.0","10.0.0","36.668 μs","36.668 μs",,"","46.43 KB","46.43 KB",,""
"ConcatVsAppendStringArrays","UsingListAdd","10.0.0","10.0.0","29.801 μs","29.801 μs",,"","54.02 KB","54.02 KB",,""
"ConcatVsAppendStringArrays","UsingListAddRange","10.0.0","10.0.0","36.580 μs","36.580 μs",,"","54.11 KB","54.11 KB",,""
"ConcatVsAppendStringArrays","UsingArrayWithIndex","10.0.0","10.0.0","29.875 μs","29.875 μs",,"","46.14 KB","46.14 KB",,""
