"BenchmarkName","Method","BaselineVersion","NewVersion","BaselineTime","NewTime","TimeChangePercent","TimeIndicator","BaselineMemory","NewMemory","MemoryChangePercent","MemoryIndicator"
"IteratingListVsDictionary","IterateList","8.0.1","10.0.0","626.399 ns","630.270 ns","0.6179767209079167","≈","-","-",,""
"IteratingListVsDictionary","IterateDictionaryKeys","8.0.1","10.0.0","1,245.643 ns","942.142 ns","-24.365006667239328","✓","-","-",,""
"IteratingListVsDictionary","IterateDictionaryValues","8.0.1","10.0.0","1,245.219 ns","942.639 ns","-24.29934011607597","✓","-","-",,""
"IteratingListVsDictionary","IterateDictionaryKeyValuePairs","8.0.1","10.0.0","1,244.683 ns","941.759 ns","-24.337441742194596","✓","-","-",,""
"IteratingListVsDictionary","IterateList","8.0.1","10.0.0","62,294.753 ns","62,595.606 ns","0.4829507872035431","≈","-","-",,""
"IteratingListVsDictionary","IterateDictionaryKeys","8.0.1","10.0.0","156,240.422 ns","94,809.958 ns","-39.3179071162519","✓","-","-",,""
"IteratingListVsDictionary","IterateDictionaryValues","8.0.1","10.0.0","156,522.876 ns","94,900.276 ns","-39.36970848912845","✓","-","-",,""
"IteratingListVsDictionary","IterateDictionaryKeyValuePairs","8.0.1","10.0.0","156,377.640 ns","95,024.763 ns","-39.23379135277908","✓","-","-",,""
"JsonDeserialization","DeserializeWithJsonDocument","8.0.14","10.0.0","30.91 μs","20.33 μs","-34.22840504691039","✓","8.64 KB","8.64 KB",,""
"JsonDeserialization","DeserializeWithJsonNode","8.0.14","10.0.0","60.91 μs","36.46 μs","-40.14119192250862","✓","64.23 KB","64.97 KB","1.152109606103059","≈"
"JsonDeserialization","DeserializeWithJsonSerializer","8.0.14","10.0.0","40.96 μs","26.57 μs","-35.1318359375","✓","21.27 KB","20.49 KB","-3.667136812411853","≈"
"JsonDeserialization","DeserializeWithSourceGen","8.0.14","10.0.0","46.70 μs","28.45 μs","-39.07922912205567","✓","18.93 KB","18.15 KB","-4.1204437400950935","≈"
"JsonDeserializationLargeObjects","DeserializeWithJsonDocument","8.0.14","10.0.0","1.616 ms","1,045.8 μs","-35.28465346534653","✓","713.17 KB","668.15 KB","-6.312660375506539","✓"
"JsonDeserializationLargeObjects","DeserializeWithJsonNode","8.0.14","10.0.0","3.226 ms","2,122.2 μs","-34.215747055176685","✓","2053.64 KB","2221.08 KB","8.153327749751664","✗"
"JsonDeserializationLargeObjects","DeserializeWithJsonSerializer","8.0.14","10.0.0","1.599 ms","933.3 μs","-41.632270168855534","✓","635.23 KB","635.23 KB",,""
"JsonDeserializationLargeObjects","DeserializeWithSourceGen","8.0.14","10.0.0","1.579 ms","978.7 μs","-38.017732742241925","✓","635.23 KB","635.23 KB",,""
"JsonDeserializeAsynEnumerableVsNormal","DeserializeAsyncEnumerable","8.0.6","10.0.0","340.4 μs","186.6 μs","-45.18213866039953","✓","23.18 KB","22.46 KB","-3.106125970664361","≈"
"JsonDeserializeAsynEnumerableVsNormal","DeserializeNormal","8.0.6","10.0.0","197.7 μs","133.8 μs","-32.32169954476479","✓","21.81 KB","21.03 KB","-3.57634112792296","≈"
"JsonDeserializeAsynEnumerableVsNormal","DeserializeAsyncEnumerable","8.0.6","10.0.0","7,644.4 μs","3,527.4 μs","-53.85641776987076","✓","1889.83 KB","1811.87 KB","-4.125238778091153","≈"
"JsonDeserializeAsynEnumerableVsNormal","DeserializeNormal","8.0.6","10.0.0","8,883.5 μs","4,378.5 μs","-50.71199414645129","✓","2132.34 KB","2054.27 KB","-3.661236013018569","≈"
"JsonDeserializeAsynEnumerableVsNormal","DeserializeAsyncEnumerable","8.0.6","10.0.0","54,891.2 μs","36,481.6 μs","-33.53834494418049","✓","18806.27 KB","18026.76 KB","-4.144947403179907","≈"
"JsonDeserializeAsynEnumerableVsNormal","DeserializeNormal","8.0.6","10.0.0","89,101.0 μs","59,090.4 μs","-33.68155239559601","✓","20799.84 KB","20019.12 KB","-3.753490411464709","≈"
"JsonPruning","PruneRecursiveWithWriter","8.0.16","10.0.0","13.36 ms","9.915 ms","-25.785928143712578","✓","9.18 MB","9.18 MB",,""
"JsonPruning","PruneWithJsonNodeRemove","8.0.16","10.0.0","23.07 ms","11.196 ms","-51.46944083224968","✓","7.92 MB","8.5 MB","7.323232323232324","✗"
"JsonPruning","PruneRecursiveWithWriter","8.0.16","10.0.0","1,273.02 ms","1,010.078 ms","-20.654977926505474","✓","1045.54 MB","1045.55 MB","0.0009564435602646388","≈"
"JsonPruning","PruneWithJsonNodeRemove","8.0.16","10.0.0","3,333.92 ms","2,126.508 ms","-36.215985986466386","✓","800.27 MB","858.1 MB","7.226311119997006","✗"
"JsonSerialization","SerializeAndDeserializeSTJ","8.0.2","10.0.0","7.248 μs","4.863 μs","-32.90562913907284","✓","2.58 KB","2.5 KB","-3.1007751937984525","≈"
"JsonSerialization","SerializeAndDeserializeSTJCachedOptions","8.0.2","10.0.0","6.857 μs","5.066 μs","-26.119294151961498","✓","2.58 KB","2.5 KB","-3.1007751937984525","≈"
"JsonSerialization","SerializeAndDeserializeSTJSourceGen","8.0.2","10.0.0","7.140 μs","5.461 μs","-23.515406162464984","✓","2.34 KB","2.27 KB","-2.991452991452985","≈"
"JsonSerialization","SerializeAndDeserializeSTJCaseInsensitive","8.0.2","10.0.0","7.509 μs","5.529 μs","-26.36835797043548","✓","2.75 KB","2.7 KB","-1.818181818181812","≈"
"JsonSerialization","SerializeAndDeserializeSTJCaseInsensitiveSourceGen","8.0.2","10.0.0","7.517 μs","5.374 μs","-28.50871358254623","✓","2.52 KB","2.46 KB","-2.3809523809523827","≈"
"JsonSerialization","SerializeAndDeserializeNewtonsoft","8.0.2","10.0.0","12.291 μs","8.344 μs","-32.11292815881539","✓","42.27 KB","42.34 KB","0.16560208185474398","≈"
"JsonSerialization","SerializeAndDeserializeSTJ","8.0.2","10.0.0","673.840 μs","491.742 μs","-27.02392259290039","✓","273.28 KB","265.47 KB","-2.8578747072599335","≈"
"JsonSerialization","SerializeAndDeserializeSTJCachedOptions","8.0.2","10.0.0","677.267 μs","526.558 μs","-22.25252374617396","✓","273.28 KB","265.47 KB","-2.8578747072599335","≈"
"JsonSerialization","SerializeAndDeserializeSTJSourceGen","8.0.2","10.0.0","710.237 μs","511.696 μs","-27.954189939414594","✓","249.84 KB","242.03 KB","-3.126000640409863","≈"
"JsonSerialization","SerializeAndDeserializeSTJCaseInsensitive","8.0.2","10.0.0","728.775 μs","482.232 μs","-33.82978285479057","✓","273.47 KB","265.68 KB","-2.8485757121439352","≈"
"JsonSerialization","SerializeAndDeserializeSTJCaseInsensitiveSourceGen","8.0.2","10.0.0","729.225 μs","513.472 μs","-29.586615927868625","✓","250.01 KB","242.22 KB","-3.1158753649853974","≈"
"JsonSerialization","SerializeAndDeserializeNewtonsoft","8.0.2","10.0.0","1,390.585 μs","892.861 μs","-35.79241829877354","✓","4242.03 KB","4249.84 KB","0.18410996621901307","≈"
"JsonSerialization2","SerializeSTJ","8.0.2","10.0.0","2.606 μs","1.828 μs","-29.85418265541059","✓","800 B","800 B",,""
"JsonSerialization2","SerializeNewtonsoft","8.0.2","10.0.0","4.064 μs","2.976 μs","-26.77165354330709","✓","13920 B","14000 B","0.5747126436781609","≈"
"JsonSerialization2","DeserializeSTJ","8.0.2","10.0.0","5.749 μs","2.813 μs","-51.06975126108888","✓","1840 B","1760 B","-4.3478260869565215","≈"
"JsonSerialization2","DeserializeNewtonsoft","8.0.2","10.0.0","12.088 μs","5.125 μs","-57.60258107213766","✓","29360 B","29360 B",,""
"JsonSerialization2","SerializeSTJ","8.0.2","10.0.0","265.910 μs","168.792 μs","-36.52288368244895","✓","87920 B","87920 B",,""
"JsonSerialization2","SerializeNewtonsoft","8.0.2","10.0.0","463.570 μs","282.569 μs","-39.04502016955368","✓","1399920 B","1407920 B","0.5714612263557918","≈"
"JsonSerialization2","DeserializeSTJ","8.0.2","10.0.0","444.665 μs","275.855 μs","-37.96341065746123","✓","191920 B","183920 B","-4.168403501458942","≈"
"JsonSerialization2","DeserializeNewtonsoft","8.0.2","10.0.0","1,048.492 μs","524.099 μs","-50.0140201355852","✓","2943921 B","2943920 B","-3.3968302817908495E-05","≈"
"KeyValuePairIteration","EnumerateDictionary","9.0.8","9.0.8","128.13 ns","128.13 ns",,"","-","-",,""
"KeyValuePairIteration","EnumerateSortedDictionary","9.0.8","9.0.8","1,163.26 ns","1,163.26 ns",,"","152 B","152 B",,""
"KeyValuePairIteration","EnumerateReadOnlyDictionary","9.0.8","9.0.8","969.50 ns","969.50 ns",,"","56 B","56 B",,""
"KeyValuePairIteration","EnumerateFrozenDictionary","9.0.8","9.0.8","230.29 ns","230.29 ns",,"","-","-",,""
"KeyValuePairIteration","EnumerateList","9.0.8","9.0.8","99.85 ns","99.85 ns",,"","-","-",,""
"KeyValuePairIteration","EnumerateSortedList","9.0.8","9.0.8","411.74 ns","411.74 ns",,"","48 B","48 B",,""
"KeyValuePairIteration","EnumerateImmutableDictionary","9.0.8","9.0.8","2,510.62 ns","2,510.62 ns",,"","-","-",,""
"KeyValuePairIteration","EnumerateImmutableSortedDictionary","9.0.8","9.0.8","1,016.98 ns","1,016.98 ns",,"","-","-",,""
"KeyValuePairIteration","EnumerateArray","9.0.8","9.0.8","62.25 ns","62.25 ns",,"","-","-",,""
"KeyValuePairIteration","EnumerateHashSet","9.0.8","9.0.8","202.18 ns","202.18 ns",,"","-","-",,""
"KeyValuePairIteration","EnumerateSortedSet","9.0.8","9.0.8","555.00 ns","555.00 ns",,"","152 B","152 B",,""
"KeyValuePairIteration","EnumerateImmutableHashSet","9.0.8","9.0.8","2,792.87 ns","2,792.87 ns",,"","-","-",,""
"KeyValuePairIteration","EnumerateImmutableSortedSet","9.0.8","9.0.8","926.64 ns","926.64 ns",,"","-","-",,""
"KeyValuePairIteration","EnumerateHashtable","9.0.8","9.0.8","1,766.63 ns","1,766.63 ns",,"","3256 B","3256 B",,""
"KeyValuePairIteration","EnumerateArrayList","9.0.8","9.0.8","509.97 ns","509.97 ns",,"","48 B","48 B",,""
"KeyValuePairIteration","EnumerateQueue","9.0.8","9.0.8","741.22 ns","741.22 ns",,"","40 B","40 B",,""
"KeyValuePairIteration","EnumerateStack","9.0.8","9.0.8","468.97 ns","468.97 ns",,"","40 B","40 B",,""
"KeyValuePairIteration","EnumerateGenericQueue","9.0.8","9.0.8","345.82 ns","345.82 ns",,"","-","-",,""
"KeyValuePairIteration","EnumerateGenericStack","9.0.8","9.0.8","359.61 ns","359.61 ns",,"","-","-",,""
"KeyValuePairVsValueTuple","EnumerateValueTuplesUsingDestructuring","8.0.1","10.0.0","3.925 ns","3.214 ns","-18.11464968152866","✓","-","-",,""
"KeyValuePairVsValueTuple","EnumerateKvps","8.0.1","10.0.0","3.876 ns","3.539 ns","-8.694530443756443","✓","-","-",,""
"KeyValuePairVsValueTuple","EnumerateValueTuples","8.0.1","10.0.0","3.876 ns","3.582 ns","-7.58513931888545","✓","-","-",,""
"KeyValuePairVsValueTuple","EnumerateValueTuplesUsingDestructuring","8.0.1","10.0.0","8,039.377 ns","3,154.975 ns","-60.75597648922299","✓","-","-",,""
"KeyValuePairVsValueTuple","EnumerateKvps","8.0.1","10.0.0","7,713.213 ns","3,144.122 ns","-59.23719466842159","✓","-","-",,""
"KeyValuePairVsValueTuple","EnumerateValueTuples","8.0.1","10.0.0","7,629.945 ns","3,151.759 ns","-58.69224483269539","✓","-","-",,""
"LastTwoTokens","LastTwoTokensWithSplit","8.0.7","10.0.0","406.34 ns","275.96 ns","-32.08643008318157","✓","1064 B","1064 B",,""
"LastTwoTokens","LastTwoTokensWithRegex","8.0.7","10.0.0","263.35 ns","195.82 ns","-25.64268084298463","✓","568 B","568 B",,""
"LastTwoTokens","LastTwoTokensWithReverseAndSubstring","8.0.7","10.0.0","446.51 ns","449.89 ns","0.756981926496606","≈","792 B","328 B","-58.58585858585859","✓"
"LastTwoTokens","LastTwoTokensWalkingBackwards","8.0.7","10.0.0","26.31 ns","16.89 ns","-35.803876852907635","✓","64 B","64 B",,""
"LastTwoTokens","LastTwoTokensWithSpanAndLastIndexOf","8.0.7","10.0.0","38.06 ns","25.61 ns","-32.71150814503416","✓","64 B","64 B",,""
"Leetcode551_TitanicTony","TestVersionA","8.0.1","10.0.0","136.1 ns","97.37 ns","-28.457016899338715","✓",,,,""
"Leetcode551_TitanicTony","TestVersionB","8.0.1","10.0.0","111.2 ns","103.90 ns","-6.564748201438846","✓",,,,""
"Leetcode551_TitanicTony","TestVersionA","8.0.1","10.0.0","382,845.6 ns","388,692.97 ns","1.5273441826156537","≈",,,,""
"Leetcode551_TitanicTony","TestVersionB","8.0.1","10.0.0","380,428.0 ns","382,289.87 ns","0.4894145541337639","≈",,,,""
"LinkedListVsList","CreateLinkedList","8.0.1","10.0.0","44.391 ns","43.541 ns","-1.9148025500664583","≈","232 B","232 B",,""
"LinkedListVsList","CreateList","8.0.1","10.0.0","18.798 ns","21.247 ns","13.027981700180879","✗","72 B","72 B",,""
"LinkedListVsList","IterateLinkedList","8.0.1","10.0.0","2.313 ns","2.876 ns","24.340683095546893","✗","-","-",,""
"LinkedListVsList","IterateList","8.0.1","10.0.0","3.169 ns","2.977 ns","-6.058693594193757","✓","-","-",,""
"LinkedListVsList","CreateLinkedList","8.0.1","10.0.0","105.881 ns","105.054 ns","-0.7810655358374007","≈","520 B","520 B",,""
"LinkedListVsList","CreateList","8.0.1","10.0.0","70.690 ns","59.982 ns","-15.147828547177816","✓","216 B","216 B",,""
"LinkedListVsList","IterateLinkedList","8.0.1","10.0.0","7.367 ns","5.948 ns","-19.261571874575807","✓","-","-",,""
"LinkedListVsList","IterateList","8.0.1","10.0.0","7.376 ns","8.197 ns","11.130694143167013","✗","-","-",,""
"LinkedListVsList","CreateLinkedList","8.0.1","10.0.0","1,072.499 ns","1,053.995 ns","-1.7253162940012188","≈","4840 B","4840 B",,""
"LinkedListVsList","CreateList","8.0.1","10.0.0","335.810 ns","231.516 ns","-31.057443197045952","✓","1184 B","1184 B",,""
"LinkedListVsList","IterateLinkedList","8.0.1","10.0.0","133.402 ns","133.114 ns","-0.21588881725909842","≈","-","-",,""
"LinkedListVsList","IterateList","8.0.1","10.0.0","68.261 ns","68.280 ns","0.02783434171782637","≈","-","-",,""
"LinkedListVsList","CreateLinkedList","8.0.1","10.0.0","10,893.740 ns","10,744.426 ns","-1.3706403861300187","≈","49192 B","49192 B",,""
"LinkedListVsList","CreateList","8.0.1","10.0.0","3,562.133 ns","2,698.744 ns","-24.23797763867884","✓","8424 B","8424 B",,""
"LinkedListVsList","IterateLinkedList","8.0.1","10.0.0","1,435.107 ns","1,395.567 ns","-2.755195257217752","≈","-","-",,""
"LinkedListVsList","IterateList","8.0.1","10.0.0","641.345 ns","644.947 ns","0.5616321948405266","≈","-","-",,""
"LinkedListVsList","CreateLinkedList","8.0.1","10.0.0","3,109,451.667 ns","1,788,278.763 ns","-42.488935204278896","✓","4800042 B","4800040 B","-4.166630208652341E-05","≈"
"LinkedListVsList","CreateList","8.0.1","10.0.0","197,159.329 ns","207,093.890 ns","5.038849062019285","✗","1049377 B","1049497 B","0.011435356406706074","≈"
"LinkedListVsList","IterateLinkedList","8.0.1","10.0.0","132,383.293 ns","128,008.013 ns","-3.30500919024578","≈","-","-",,""
"LinkedListVsList","IterateList","8.0.1","10.0.0","62,114.085 ns","62,521.113 ns","0.6552909859333812","≈","-","-",,""
"LinqAllVsExcept","VerifySubsetUsingLinqAll","8.0.1","10.0.0","834.0 ns","267.2 ns","-67.96163069544365","✓","1512 B","968 B","-35.978835978835974","✓"
"LinqAllVsExcept","VerifySubsetUsingLinqExcept","8.0.1","10.0.0","433.9 ns","326.4 ns","-24.775293846508415","✓","512 B","472 B","-7.8125","✓"
"LinqAllVsExcept","VerifySubsetUsingLinqAll","8.0.1","10.0.0","4,342,628.6 ns","1,151,149.1 ns","-73.4918823129383","✓","128235 B","88088 B","-31.30736538386556","✓"
"LinqAllVsExcept","VerifySubsetUsingLinqExcept","8.0.1","10.0.0","34,841.6 ns","27,187.1 ns","-21.969427351212346","✓","22352 B","22312 B","-0.17895490336435219","≈"
"LinqAllVsExcept","VerifySubsetUsingLinqAll","8.0.1","10.0.0","410,106,842.9 ns","131,011,409.6 ns","-68.05432246056287","✓","1280632 B","880088 B","-31.27705695312939","✓"
"LinqAllVsExcept","VerifySubsetUsingLinqExcept","8.0.1","10.0.0","562,835.6 ns","504,494.8 ns","-10.365513482089618","✓","202369 B","202329 B","-0.01976587323157203","≈"
"LinqAny","SingleAnyWithMatch","8.0.5","10.0.0","114.3 ns","7.170 ns","-93.72703412073491","✓","40 B","-",,""
"LinqAny","SingleAnyWithNoMatch","8.0.5","10.0.0","112.2 ns","7.181 ns","-93.59982174688058","✓","40 B","-",,""
"LinqAny","MultipleCallsToAnyWithMatch","8.0.5","10.0.0","201.3 ns","30.993 ns","-84.60357675111774","✓","80 B","-",,""
"LinqAny","MultipleCallsToAnyWithNoMatch","8.0.5","10.0.0","196.8 ns","30.746 ns","-84.3770325203252","✓","80 B","-",,""
"LinqAny","SingleAnyWithMatch","8.0.5","10.0.0","100.6 ns","7.988 ns","-92.05964214711729","✓","40 B","-",,""
"LinqAny","SingleAnyWithNoMatch","8.0.5","10.0.0","786,662.7 ns","66,000.478 ns","-91.61006642364","✓","40 B","-",,""
"LinqAny","MultipleCallsToAnyWithMatch","8.0.5","10.0.0","755,525.2 ns","65,058.493 ns","-91.38897114219353","✓","80 B","-",,""
"LinqAny","MultipleCallsToAnyWithNoMatch","8.0.5","10.0.0","1,606,118.5 ns","381,861.846 ns","-76.22455341869234","✓","81 B","-",,""
"LinqCountVsToListDotCount","LinqCount","8.0.2","10.0.0","107.8 ns","7.079 ns","-93.43320964749536","✓","40 B","-",,""
"LinqCountVsToListDotCount","ToListDotCount","8.0.2","10.0.0","157.7 ns","105.816 ns","-32.9004438807863","✓","400 B","208 B","-48","✓"
"LinqCountVsToListDotCount","LinqCount","8.0.2","10.0.0","10,535,873.2 ns","3,184,994.076 ns","-69.77000372403874","✓","52 B","-",,""
"LinqCountVsToListDotCount","ToListDotCount","8.0.2","10.0.0","20,764,652.7 ns","9,737,772.424 ns","-53.10409201305832","✓","16777840 B","7992594 B","-52.362199186546064","✓"
"LinqUnnecessarySelect","FilterWithJustWhere","8.0.4","10.0.0","84.28 ns","107.6 ns","27.669672520170852","✗","400 B","208 B","-48","✓"
"LinqUnnecessarySelect","FilterWithUnnecessarySelectFirst","8.0.4","10.0.0","157.72 ns","155.4 ns","-1.4709611970580734","≈","456 B","264 B","-42.10526315789473","✓"
"LinqUnnecessarySelect","FilterWithJustWhere","8.0.4","10.0.0","494,782.60 ns","780,057.5 ns","57.65661524879817","✗","2099084 B","801156 B","-61.83306623269959","✓"
"LinqUnnecessarySelect","FilterWithUnnecessarySelectFirst","8.0.4","10.0.0","1,110,371.27 ns","1,012,127.4 ns","-8.847839695996457","✓","2097780 B","801335 B","-61.80080847371984","✓"
"ListAdd","AddValueTypesWithForEach","9.0.8","10.0.0","117.487 μs","95.730 μs","-18.518644616000067","✓","256.32 KB","256.32 KB",,""
"ListAdd","AddReferenceTypesWithForEach","9.0.8","10.0.0","123.823 μs","115.736 μs","-6.531096807539795","✓","256.32 KB","256.32 KB",,""
"ListAdd","AddValueTypesPresetCapacity","9.0.8","10.0.0","21.398 μs","16.631 μs","-22.277782970371064","✓","78.18 KB","78.18 KB",,""
"ListAdd","AddReferenceTypesPresetCapacity","9.0.8","10.0.0","36.223 μs","34.497 μs","-4.764928360433979","≈","78.18 KB","78.18 KB",,""
"ListAdd","AddValueTypesWithAddRange","9.0.8","10.0.0","7.380 μs","4.038 μs","-45.284552845528445","✓","78.18 KB","78.18 KB",,""
"ListAdd","AddReferenceTypesWithAddRange","9.0.8","10.0.0","9.362 μs","4.076 μs","-56.462294381542414","✓","78.18 KB","78.18 KB",,""
"ListAdd","ValueTypesToListWithConstructor","9.0.8","10.0.0","7.795 μs","3.912 μs","-49.81398332264272","✓","78.18 KB","78.18 KB",,""
"ListAdd","ReferenceTypesToListWithConstructor","9.0.8","10.0.0","9.551 μs","3.987 μs","-58.25568003350434","✓","78.18 KB","78.18 KB",,""
"ListContainsExactlyFiveSpecificValues","ListIsExactlyFiveValuesHashSet","8.0.3","10.0.0","917.0 ns","604.1 ns","-34.12213740458015","✓","400 B","-",,""
"ListContainsExactlyFiveSpecificValues","ListIsExactlyFiveValuesSetEquals","8.0.3","10.0.0","7,166.0 ns","4,144.7 ns","-42.16159642757466","✓","568 B","176 B","-69.01408450704226","✓"
"ListContainsExactlyFiveSpecificValues","ListIsExactlyFiveValuesBitmaskSetSetEquals","8.0.3","10.0.0","5,287.8 ns","5,109.8 ns","-3.366239267748402","≈","616 B","224 B","-63.63636363636363","✓"
"ListContainsExactlyFiveSpecificValues","ListIsExactlyFiveValuesBitmaskSetContains","8.0.3","10.0.0","1,008.5 ns","876.6 ns","-13.078829945463557","✓","400 B","-",,""
"ListContainsExactlyFiveSpecificValues","ListIsExactlyFiveValuesSuperLinqCollectionEqual","8.0.3","10.0.0","14,106.7 ns","13,525.0 ns","-4.123572486832503","≈","2496 B","2152 B","-13.782051282051283","✓"
"ListContainsExactlyFiveSpecificValues","ListIsExactlyFiveValuesPatternMatchingLulz","8.0.3","10.0.0","275.9 ns","129.8 ns","-52.95396882928597","✓","400 B","-",,""
"ListCopy","CopyWithListConstructor","8.0.1","10.0.0","179.5 ns","173.3 ns","-3.4540389972144787","≈",,,,""
"ListCopy","CopyWithToList","8.0.1","10.0.0","190.4 ns","171.4 ns","-9.978991596638656","✓",,,,""
"ListCopy","CopyExplicitly","8.0.1","10.0.0","1,730.3 ns","1,536.1 ns","-11.223487256545111","✓",,,,""
"ListCopy","CopyWithListConstructor","8.0.1","10.0.0","226,598.9 ns","283,937.8 ns","25.30413872265046","✗",,,,""
"ListCopy","CopyWithToList","8.0.1","10.0.0","224,319.3 ns","276,229.5 ns","23.141209873604286","✗",,,,""
"ListCopy","CopyExplicitly","8.0.1","10.0.0","346,513.6 ns","385,449.6 ns","11.23649980837693","✗",,,,""
"ListCopy","CopyWithListConstructor","8.0.1","10.0.0","1,069,869.0 ns","1,490,732.8 ns","39.33788155372294","✗",,,,""
"ListCopy","CopyWithToList","8.0.1","10.0.0","1,073,771.7 ns","1,434,536.5 ns","33.59790540205149","✗",,,,""
"ListCopy","CopyExplicitly","8.0.1","10.0.0","2,254,764.5 ns","2,414,431.1 ns","7.081298290797114","✗",,,,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsLinqAny","8.0.3","10.0.0","7.4845 ns","0.5623 ns","-92.48714008951833","✓","-","-",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsIListDotCount","8.0.3","10.0.0","0.3507 ns","0.3571 ns","1.8249215854006164","≈","-","-",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsLinqCount","8.0.3","10.0.0","8.3848 ns","0.5420 ns","-93.5359221448335","✓","-","-",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsToListThenListDotCount","8.0.3","10.0.0","38.2053 ns","16.1861 ns","-57.63388849191081","✓","64 B","64 B",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsPatternMatchOnCountPropertyKesa","8.0.3","10.0.0","0.3486 ns","0.3577 ns","2.610441767068272","≈","-","-",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsPatternMatchOnListPatternAaron","8.0.3","10.0.0","0.6500 ns","0.3617 ns","-44.353846153846156","✓","-","-",,""
"ListCountGreaterThanZeroVsAny","IEnumerableAnyResultsLinqAny","8.0.3","10.0.0","17.8504 ns","4.5809 ns","-74.33726975305875","✓","-","-",,""
"ListCountGreaterThanZeroVsAny","IEnumerableAnyResultsToListThenListDotCount","8.0.3","10.0.0","52.1122 ns","10.5574 ns","-79.74102033688848","✓","64 B","32 B","-50","✓"
"ListCountGreaterThanZeroVsAny","IEnumerableAnyResultsLinqCount","8.0.3","10.0.0","16.8888 ns","5.9229 ns","-64.930012789541","✓","-","-",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsLinqAny","8.0.3","10.0.0","7.8062 ns","0.5641 ns","-92.77369270579796","✓","-","-",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsIListDotCount","8.0.3","10.0.0","0.1989 ns","0.3405 ns","71.19155354449474","✗","-","-",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsLinqCount","8.0.3","10.0.0","10.3830 ns","0.5240 ns","-94.95328903014541","✓","-","-",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsToListThenListDotCount","8.0.3","10.0.0","10,043.0664 ns","4,091.3256 ns","-59.26218709457104","✓","80056 B","80056 B",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsPatternMatchOnCountPropertyKesa","8.0.3","10.0.0","0.3590 ns","0.3672 ns","2.284122562674106","≈","-","-",,""
"ListCountGreaterThanZeroVsAny","IListAnyResultsPatternMatchOnListPatternAaron","8.0.3","10.0.0","0.1071 ns","0.3664 ns","242.11017740429503","✗","-","-",,""
"ListCountGreaterThanZeroVsAny","IEnumerableAnyResultsLinqAny","8.0.3","10.0.0","17.3713 ns","4.5599 ns","-73.75038137617796","✓","-","-",,""
"ListCountGreaterThanZeroVsAny","IEnumerableAnyResultsToListThenListDotCount","8.0.3","10.0.0","26,232.0257 ns","44,687.5793 ns","70.35504543593063","✗","80056 B","80056 B",,""
"ListCountGreaterThanZeroVsAny","IEnumerableAnyResultsLinqCount","8.0.3","10.0.0","11,052.0912 ns","10,225.3108 ns","-7.480759840273499","✓","-","-",,""
"ListForVsForeach","ForLoopCount","8.0.5","10.0.0","5.417 ns","7.476 ns","38.009968617315856","✗",,,,""
"ListForVsForeach","ForEachLoopCount","8.0.5","10.0.0","6.366 ns","8.912 ns","39.99371661954133","✗",,,,""
"ListForVsForeach","ForEachLoopCountCollectionsMarshalAsSpan","8.0.5","10.0.0","3.664 ns","5.064 ns","38.20960698689956","✗",,,,""
"ListForVsForeach","ListDotForEachLoopCount","8.0.5","10.0.0","16.288 ns","12.300 ns","-24.48428290766208","✓",,,,""
"ListForVsForeach","ListExplicitEnumeratorCount","8.0.5","10.0.0","6.233 ns","8.901 ns","42.80442804428045","✗",,,,""
"ListForVsForeach","ForLoopCount","8.0.5","10.0.0","551.896 ns","721.775 ns","30.780980474582176","✗",,,,""
"ListForVsForeach","ForEachLoopCount","8.0.5","10.0.0","567.754 ns","806.402 ns","42.033697693014936","✗",,,,""
"ListForVsForeach","ForEachLoopCountCollectionsMarshalAsSpan","8.0.5","10.0.0","312.821 ns","521.113 ns","66.58504384296451","✗",,,,""
"ListForVsForeach","ListDotForEachLoopCount","8.0.5","10.0.0","750.051 ns","920.365 ns","22.70698925806378","✗",,,,""
"ListForVsForeach","ListExplicitEnumeratorCount","8.0.5","10.0.0","563.815 ns","808.496 ns","43.39739098817873","✗",,,,""
"ListForVsForeach","ForLoopCount","8.0.5","10.0.0","1,456,250.579 ns","1,724,774.219 ns","18.439384256546973","✗",,,,""
"ListForVsForeach","ForEachLoopCount","8.0.5","10.0.0","1,498,270.195 ns","1,734,370.931 ns","15.758221500228137","✗",,,,""
"ListForVsForeach","ForEachLoopCountCollectionsMarshalAsSpan","8.0.5","10.0.0","1,262,601.055 ns","1,422,217.331 ns","12.64186144688435","✗",,,,""
"ListForVsForeach","ListDotForEachLoopCount","8.0.5","10.0.0","1,635,871.177 ns","1,845,514.193 ns","12.815374397907133","✗",,,,""
"ListForVsForeach","ListExplicitEnumeratorCount","8.0.5","10.0.0","1,486,582.380 ns","1,725,212.799 ns","16.05228356063256","✗",,,,""
