"BenchmarkName","DotNetVersion","Method","Mean","Error","StdDev","Median","Ratio","Gen0","Gen1","Gen2","Allocated","AllocRatio","Count","Iterations","CodeSize"
"DictionaryLookupsCaseComparison","10.0.0","DictonaryLookupUsingInvariantCultureIgnoreCase","457.19 μs","4.293 μs","3.806 μs",,"21.06",,,,"-","NA",,"10",
"DictionaryLookupsCaseComparison","10.0.0","**DictonaryLookupUsingOrdinal**","**216,388.49 μs**","**1,241.302 μs**","**1,161.115 μs**",,"**1.00**",,,,"**-**","**NA**",,"**100000**",
"DictionaryLookupsCaseComparison","10.0.0","DictonaryLookupUsingOrdinalIgnoreCase","306,643.15 μs","1,727.022 μs","1,530.960 μs",,"1.42",,,,"-","NA",,"100000",
"DictionaryLookupsCaseComparison","10.0.0","DictonaryLookupUsingInvariantCulture","4,638,360.63 μs","74,613.134 μs","69,793.172 μs",,"21.44",,,,"-","NA",,"100000",
"DictionaryLookupsCaseComparison","10.0.0","DictonaryLookupUsingInvariantCultureIgnoreCase","4,591,253.15 μs","40,148.407 μs","37,554.845 μs",,"21.22",,,,"-","NA",,"100000",
"DictionaryLookupsSimple","10.0.0","LookupUsingDictionaryInt","2.960 ns","0.0187 ns","0.0156 ns",,"1.00",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingFrozenDictionaryInt","1.291 ns","0.0311 ns","0.0290 ns",,"0.44",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingConcurrentDictionaryInt","2.043 ns","0.0310 ns","0.0275 ns",,"0.69",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingLockedDictionaryInt","9.585 ns","0.0471 ns","0.0394 ns",,"3.24",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingReaderWriterLockInt","16.637 ns","0.1225 ns","0.1146 ns",,"5.62",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingReaderWriterLockSlimInt","20.169 ns","0.1068 ns","0.0999 ns",,"6.81",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingDictionaryString","5.000 ns","0.0598 ns","0.0560 ns",,"1.69",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingFrozenDictionaryString","6.687 ns","0.0746 ns","0.0698 ns",,"2.26",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingConcurrentDictionaryString","5.472 ns","0.0609 ns","0.0540 ns",,"1.85",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingLockedDictionaryString","11.493 ns","0.1629 ns","0.1444 ns",,"3.88",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingReaderWriterLockString","18.659 ns","0.1190 ns","0.1113 ns",,"6.30",,,,"-","NA","1000",,
"DictionaryLookupsSimple","10.0.0","LookupUsingReaderWriterLockSlimString","16.394 ns","0.1088 ns","0.0909 ns",,"5.54",,,,"-","NA","1000",,
"DictionaryPopulate","10.0.0","PopulateOriginalWithThreeChecksAndTryAdd","540.0 μs","10.53 μs","15.76 μs",,"1.20","90.8203","90.8203","90.8203","721.66 KB","1.64","5000",,
"DictionaryPopulate","10.0.0","PopulateWithThreeChecksAndAdd","541.6 μs","10.61 μs","20.69 μs",,"1.21","90.8203","90.8203","90.8203","721.66 KB","1.64","5000",,
"DictionaryPopulate","10.0.0","PopulateWithThreeChecksAndIndexerAssignment","545.7 μs","10.80 μs","19.48 μs",,"1.21","90.8203","90.8203","90.8203","721.66 KB","1.64","5000",,
"DictionaryPopulate","10.0.0","PopulateWithInitializeToZeroAndThenUpdate","449.6 μs","8.78 μs","13.40 μs",,"1.00","43.4570","43.4570","43.4570","440.66 KB","1.00","5000",,
"DictionaryRemoval","9.0.8","**RegularDictionary**","**5.223 μs**","**0.5316 μs**","**1.482 μs**","**4.900 μs**","**1.07**","**-**",,,"**-**","**NA**","**100**",,
"DictionaryRemoval","9.0.8","ConcurrentDictionary","15.240 μs","1.2073 μs","3.522 μs","15.650 μs","3.12","-",,,"-","NA","100",,
"DictionaryRemoval","9.0.8","ImmutableDictionaryRemove","312.873 μs","38.9083 μs","112.259 μs","350.150 μs","64.02","-",,,"45600 B","NA","100",,
"DictionaryRemoval","9.0.8","ImmutableDictionaryRemoveRange","199.011 μs","11.6724 μs","33.302 μs","193.850 μs","40.72","-",,,"7704 B","NA","100",,
"DictionaryRemoval","9.0.8","RegularDictionaryWithContainsKey","5.635 μs","0.5741 μs","1.675 μs","5.400 μs","1.15","-",,,"-","NA","100",,
"DictionaryRemoval","9.0.8","RegularDictionaryBulkRemove","19.879 μs","2.3862 μs","6.808 μs","18.750 μs","4.07","-",,,"112 B","NA","100",,
"DictionaryRemoval","9.0.8","**RegularDictionary**","**641.130 μs**","**28.2433 μs**","**80.580 μs**","**658.400 μs**","**1.02**","**-**",,,"**-**","**NA**","**10000**",,
"DictionaryRemoval","9.0.8","ConcurrentDictionary","1,362.702 μs","92.0097 μs","261.016 μs","1,349.600 μs","2.17","-",,,"-","NA","10000",,
"DictionaryRemoval","9.0.8","ImmutableDictionaryRemove","19,142.582 μs","530.5419 μs","1,522.224 μs","19,069.300 μs","30.51","1000.0000",,,"8783616 B","NA","10000",,
"DictionaryRemoval","9.0.8","ImmutableDictionaryRemoveRange","11,188.071 μs","395.2292 μs","1,127.611 μs","11,105.950 μs","17.83","-",,,"759896 B","NA","10000",,
"DictionaryRemoval","9.0.8","RegularDictionaryWithContainsKey","1,068.387 μs","97.7542 μs","286.696 μs","912.750 μs","1.70","-",,,"-","NA","10000",,
"DictionaryRemoval","9.0.8","RegularDictionaryBulkRemove","1,247.137 μs","87.5690 μs","256.825 μs","1,150.550 μs","1.99","-",,,"112 B","NA","10000",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","**FindMatchesUsingGetOrAddCacheHit**","**63.23 ns**","**0.501 ns**","**0.444 ns**",,"**1.00**","**-**",,,"**-**","**NA**","**10**",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingGetOrAddCacheMiss","215.78 ns","1.436 ns","1.273 ns",,"3.41","0.0172",,,"288 B","NA","10",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingGetOrAddCacheMixOfHitsAndMisses","57.13 ns","0.468 ns","0.438 ns",,"0.90","-",,,"-","NA","10",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenGetOrAddCacheHit","56.21 ns","0.146 ns","0.122 ns",,"0.89","-",,,"-","NA","10",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenGetOrAddCacheMiss","210.09 ns","0.998 ns","0.885 ns",,"3.32","0.0172",,,"288 B","NA","10",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenGetOrAddMixOfHitsAndMisses","54.93 ns","0.073 ns","0.061 ns",,"0.87","-",,,"-","NA","10",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenTryAddCacheHit","57.34 ns","0.059 ns","0.052 ns",,"0.91","-",,,"-","NA","10",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenTryAddCacheMiss","210.29 ns","1.144 ns","1.014 ns",,"3.33","0.0172",,,"288 B","NA","10",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenTryAddMixOfHitsAndMisses","55.59 ns","0.058 ns","0.048 ns",,"0.88","-",,,"-","NA","10",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","**FindMatchesUsingGetOrAddCacheHit**","**611.17 ns**","**3.739 ns**","**3.314 ns**",,"**1.00**","**-**",,,"**-**","**NA**","**100**",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingGetOrAddCacheMiss","2,640.54 ns","18.802 ns","17.588 ns",,"4.32","0.1869",,,"3168 B","NA","100",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingGetOrAddCacheMixOfHitsAndMisses","599.27 ns","6.957 ns","6.508 ns",,"0.98","-",,,"-","NA","100",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenGetOrAddCacheHit","587.73 ns","3.684 ns","3.446 ns",,"0.96","-",,,"-","NA","100",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenGetOrAddCacheMiss","2,615.37 ns","19.189 ns","17.010 ns",,"4.28","0.1869",,,"3168 B","NA","100",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenGetOrAddMixOfHitsAndMisses","589.78 ns","4.143 ns","3.875 ns",,"0.97","-",,,"-","NA","100",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenTryAddCacheHit","579.51 ns","6.917 ns","6.470 ns",,"0.95","-",,,"-","NA","100",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenTryAddCacheMiss","2,628.22 ns","34.199 ns","31.990 ns",,"4.30","0.1869",,,"3168 B","NA","100",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenTryAddMixOfHitsAndMisses","575.30 ns","4.827 ns","4.516 ns",,"0.94","-",,,"-","NA","100",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","**FindMatchesUsingGetOrAddCacheHit**","**264,136.47 ns**","**3,029.730 ns**","**2,685.777 ns**",,"**1.00**","**18.5547**",,,"**310400 B**","**1.00**","**10000**",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingGetOrAddCacheMiss","487,264.93 ns","5,044.234 ns","4,718.380 ns",,"1.84","18.5547",,,"319968 B","1.03","10000",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingGetOrAddCacheMixOfHitsAndMisses","281,802.03 ns","3,866.363 ns","3,228.588 ns",,"1.07","18.5547",,,"310400 B","1.00","10000",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenGetOrAddCacheHit","261,695.43 ns","2,609.216 ns","2,440.662 ns",,"0.99","18.5547",,,"310400 B","1.00","10000",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenGetOrAddCacheMiss","492,667.17 ns","5,479.199 ns","5,125.246 ns",,"1.87","18.5547",,,"319968 B","1.03","10000",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenGetOrAddMixOfHitsAndMisses","270,816.90 ns","4,542.903 ns","4,249.434 ns",,"1.03","18.5547",,,"310400 B","1.00","10000",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenTryAddCacheHit","260,930.99 ns","3,430.092 ns","3,208.510 ns",,"0.99","18.5547",,,"310400 B","1.00","10000",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenTryAddCacheMiss","491,057.69 ns","7,162.458 ns","6,699.768 ns",,"1.86","18.5547",,,"319968 B","1.03","10000",,
"DictionaryTryGetValueVsGetOrAdd","10.0.0","FindMatchesUsingTryGetValueThenTryAddMixOfHitsAndMisses","276,826.18 ns","3,804.135 ns","3,558.390 ns",,"1.05","18.5547",,,"310400 B","1.00","10000",,
"DictionaryUpdates","10.0.0","**IncrementUsingDictionary**","**167.6 ns**","**0.94 ns**","**0.88 ns**",,"**1.00**","**-**",,,"**-**","**NA**","**10**",,
"DictionaryUpdates","10.0.0","IncrementUsingConcurrentDictionary","382.9 ns","1.52 ns","1.35 ns",,"2.28","-",,,"-","NA","10",,
"DictionaryUpdates","10.0.0","**IncrementUsingDictionary**","**424,811.1 ns**","**1,656.37 ns**","**1,549.37 ns**",,"**1.00**","**18.5547**",,,"**310400 B**","**1.00**","**10000**",,
"DictionaryUpdates","10.0.0","IncrementUsingConcurrentDictionary","560,082.1 ns","4,901.33 ns","4,584.70 ns",,"1.32","18.5547",,,"310400 B","1.00","10000",,
"DictionaryVsFrozenDictionary","10.0.0","LookupUsingDictionaryInt","3.059 ns","0.0255 ns","0.0226 ns",,"1.00",,,,"-","NA","1000",,
"DictionaryVsFrozenDictionary","10.0.0","LookupUsingFrozenDictionaryInt","1.186 ns","0.0437 ns","0.0409 ns",,"0.39",,,,"-","NA","1000",,
"DictionaryVsFrozenDictionary","10.0.0","LookupUsingDictionaryString","5.075 ns","0.0302 ns","0.0283 ns",,"1.66",,,,"-","NA","1000",,
"DictionaryVsFrozenDictionary","10.0.0","LookupUsingFrozenDictionaryString","6.602 ns","0.0804 ns","0.0753 ns",,"2.16",,,,"-","NA","1000",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","**CreateDictionary**","**39.09 μs**","**1.863 μs**","**5.494 μs**","**38.20 μs**","**1.02**","**23.6206**","**3.9063**","**-**","**99.82 KB**","**1.00**","**1000**",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","CreateDictionaryWithCapacity","19.90 μs","0.631 μs","1.862 μs","19.22 μs","0.52","7.1411","0.6409","-","30.29 KB","0.30","1000",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","CreateDictionaryFromEnumerable","22.36 μs","1.004 μs","2.831 μs","21.67 μs","0.58","7.1411","0.6409","-","30.29 KB","0.30","1000",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","CreateFrozenDictionary","187.42 μs","6.493 μs","18.940 μs","184.59 μs","4.88","44.4336","8.7891","-","188.35 KB","1.89","1000",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","CreateFrozenDictionaryFromEnumerable","160.27 μs","7.798 μs","22.747 μs","153.96 μs","4.18","28.0762","4.6387","-","118.82 KB","1.19","1000",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","CreateFrozenDictionaryFromDictionary","239.10 μs","4.733 μs","9.879 μs","239.05 μs","6.23","28.0762","4.6387","-","118.82 KB","1.19","1000",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","**CreateDictionary**","**8,993.76 μs**","**179.036 μs**","**183.857 μs**","**9,071.26 μs**","**1.00**","**890.6250**","**843.7500**","**843.7500**","**8254.46 KB**","**1.00**","**100000**",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","CreateDictionaryWithCapacity","8,237.40 μs","267.930 μs","789.997 μs","8,362.14 μs","0.92","328.1250","328.1250","328.1250","2970.6 KB","0.36","100000",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","CreateDictionaryFromEnumerable","8,293.77 μs","412.780 μs","1,217.091 μs","8,533.38 μs","0.92","328.1250","328.1250","328.1250","2970.6 KB","0.36","100000",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","CreateFrozenDictionary","37,552.05 μs","2,136.057 μs","6,264.687 μs","36,748.26 μs","4.18","666.6667","666.6667","666.6667","16921.6 KB","2.05","100000",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","CreateFrozenDictionaryFromEnumerable","35,837.83 μs","1,819.206 μs","5,363.969 μs","35,935.48 μs","3.99","909.0909","909.0909","909.0909","11643.64 KB","1.41","100000",,
"DictionaryVsFrozenDictionaryPopulation","9.0.8","CreateFrozenDictionaryFromDictionary","35,320.27 μs","1,944.545 μs","5,733.535 μs","35,190.47 μs","3.93","909.0909","909.0909","909.0909","11643.73 KB","1.41","100000",,
"DictionaryVsMemoryCache","10.0.0","LookupUsingDictionary","5.008 ns","0.0536 ns","0.0501 ns",,"1.00","-",,,"-","NA","1000",,
"DictionaryVsMemoryCache","10.0.0","LookupUsingMemoryCache","105.002 ns","0.4692 ns","0.3918 ns",,"20.97","0.0019",,,"32 B","NA","1000",,
"DictionaryVsMemoryCache","10.0.0","LookupUsingConcurrentDictionary","5.191 ns","0.0818 ns","0.0766 ns",,"1.04","-",,,"-","NA","1000",,
"DictionaryVsSortedListLookup","10.0.0","**LookupUsingDictionary**","**18.84 μs**","**0.085 μs**","**0.080 μs**",,"**1.00**",,,,"**-**","**NA**",,"**10**",
"DictionaryVsSortedListLookup","10.0.0","LookupUsingSortedList","21.09 μs","0.095 μs","0.089 μs",,"1.12",,,,"-","NA",,"10",
"DictionaryVsSortedListLookup","10.0.0","**LookupUsingDictionary**","**18,836.25 μs**","**109.539 μs**","**102.463 μs**",,"**1.00**",,,,"**-**","**NA**",,"**10000**",
"DictionaryVsSortedListLookup","10.0.0","LookupUsingSortedList","21,086.86 μs","99.502 μs","93.074 μs",,"1.12",,,,"-","NA",,"10000",
"DictionaryVsSortedListLookup","10.0.0","**LookupUsingDictionary**","**188,728.77 μs**","**1,065.347 μs**","**996.526 μs**",,"**1.00**",,,,"**-**","**NA**",,"**100000**",
"DictionaryVsSortedListLookup","10.0.0","LookupUsingSortedList","211,059.09 μs","1,307.161 μs","1,158.764 μs",,"1.12",,,,"-","NA",,"100000",
"Distance","10.0.0","**ComputeDistanceLINQ**","**91.651 μs**","**0.7640 μs**","**0.6772 μs**",,"**11.31**","**15.2588**",,,"**256000 B**","**NA**",,"**1000**",
"Distance","10.0.0","ComputeDistanceNonVectorized","7.539 μs","0.0254 μs","0.0225 μs",,"0.93","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedMTreit","12.123 μs","0.0470 μs","0.0440 μs",,"1.50","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedAaron","9.971 μs","0.0660 μs","0.0617 μs",,"1.23","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedAaron2","8.107 μs","0.0438 μs","0.0388 μs",,"1.00","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceTensorPrimitives","7.010 μs","0.0177 μs","0.0156 μs",,"0.86","-",,,"-","NA",,"1000",
"Distance","10.0.0","**ComputeDistanceLINQ**","**161.149 μs**","**1.4330 μs**","**1.2703 μs**",,"**20.57**","**15.1367**",,,"**256000 B**","**NA**",,"**1000**",
"Distance","10.0.0","ComputeDistanceNonVectorized","14.574 μs","0.0409 μs","0.0363 μs",,"1.86","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedMTreit","16.460 μs","0.1254 μs","0.1173 μs",,"2.10","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedAaron","10.578 μs","0.0787 μs","0.0697 μs",,"1.35","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedAaron2","7.836 μs","0.0530 μs","0.0496 μs",,"1.00","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceTensorPrimitives","17.866 μs","0.1359 μs","0.1271 μs",,"2.28","-",,,"-","NA",,"1000",
"Distance","10.0.0","**ComputeDistanceLINQ**","**996.664 μs**","**10.2148 μs**","**9.5549 μs**",,"**30.46**","**13.6719**",,,"**256000 B**","**NA**",,"**1000**",
"Distance","10.0.0","ComputeDistanceNonVectorized","226.575 μs","0.5153 μs","0.4568 μs",,"6.93","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedMTreit","92.149 μs","0.4733 μs","0.4427 μs",,"2.82","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedAaron","58.130 μs","0.2436 μs","0.2279 μs",,"1.78","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedAaron2","32.718 μs","0.3249 μs","0.3039 μs",,"1.00","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceTensorPrimitives","57.421 μs","0.2281 μs","0.2133 μs",,"1.76","-",,,"-","NA",,"1000",
"Distance","10.0.0","**ComputeDistanceLINQ**","**11,134.022 μs**","**66.9225 μs**","**62.5993 μs**",,"**44.34**","**-**",,,"**256000 B**","**NA**",,"**1000**",
"Distance","10.0.0","ComputeDistanceNonVectorized","2,817.957 μs","11.2835 μs","10.5546 μs",,"11.22","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedMTreit","892.228 μs","2.0095 μs","1.7814 μs",,"3.55","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedAaron","680.187 μs","2.9675 μs","2.7758 μs",,"2.71","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceVectorizedAaron2","251.135 μs","1.6011 μs","1.4977 μs",,"1.00","-",,,"-","NA",,"1000",
"Distance","10.0.0","ComputeDistanceTensorPrimitives","647.889 μs","3.2348 μs","3.0259 μs",,"2.58","-",,,"-","NA",,"1000",
"DistinctToList","10.0.0","**ToListThenDistinct**","**150.9 ns**","**1.55 ns**","**1.45 ns**",,"**1.00**","**0.0358**","**-**","**-**","**600 B**","**1.00**","**10**",,
"DistinctToList","10.0.0","DistinctThenToList","149.3 ns","1.79 ns","1.68 ns",,"0.99","0.0353","-","-","592 B","0.99","10",,
"DistinctToList","10.0.0","DistinctOnly","120.6 ns","1.15 ns","1.02 ns",,"0.80","0.0296","-","-","496 B","0.83","10",,
"DistinctToList","10.0.0","**ToListThenDistinct**","**21,955,956.2 ns**","**376,061.20 ns**","**314,028.13 ns**",,"**1.00**","**500.0000**","**500.0000**","**500.0000**","**32792980 B**","**1.00**","**1000000**",,
"DistinctToList","10.0.0","DistinctThenToList","19,687,772.4 ns","392,897.59 ns","403,476.89 ns",,"0.90","600.0000","600.0000","600.0000","30789569 B","0.94","1000000",,
"DistinctToList","10.0.0","DistinctOnly","16,587,068.8 ns","274,076.21 ns","242,961.42 ns",,"0.76","500.0000","500.0000","500.0000","26789478 B","0.82","1000000",,
"DistinctVsSkipping","10.0.0","**IterateListAfterCallingDistinct**","**597.87 ns**","**5.545 ns**","**4.915 ns**",,"**1.00**","**0.0391**","**-**","**-**","**664 B**","**1.00**","**10**",,
"DistinctVsSkipping","10.0.0","IterateListSkippingDuplicates","68.00 ns","1.066 ns","0.945 ns",,"0.11","-","-","-","-","0.00","10",,
"DistinctVsSkipping","10.0.0","**IterateListAfterCallingDistinct**","**72,711,847.96 ns**","**1,048,060.547 ns**","**929,078.377 ns**",,"**1.00**","**285.7143**","**285.7143**","**285.7143**","**43111209 B**","**1.00**","**1000000**",,
"DistinctVsSkipping","10.0.0","IterateListSkippingDuplicates","15,479,604.79 ns","17,931.991 ns","16,773.595 ns",,"0.21","-","-","-","-","0.00","1000000",,
"Division","10.0.0","**DivideUsingFloat**","**59.97 ns**","**0.451 ns**","**0.422 ns**",,"**1.00**",,,,"**-**","**NA**","**100**",,
"Division","10.0.0","DivideUsingDouble","59.92 ns","0.574 ns","0.537 ns",,"1.00",,,,"-","NA","100",,
"Division","10.0.0","DivideUsingDecimal","2,535.18 ns","13.037 ns","12.195 ns",,"42.28",,,,"-","NA","100",,
"Division","10.0.0","DivideUsingInt","78.87 ns","0.339 ns","0.318 ns",,"1.32",,,,"-","NA","100",,
"Division","10.0.0","**DivideUsingFloat**","**93,277.20 ns**","**330.897 ns**","**309.521 ns**",,"**1.00**",,,,"**-**","**NA**","**100000**",,
"Division","10.0.0","DivideUsingDouble","93,263.76 ns","347.541 ns","290.212 ns",,"1.00",,,,"-","NA","100000",,
"Division","10.0.0","DivideUsingDecimal","1,062,376.68 ns","7,786.064 ns","7,283.089 ns",,"11.39",,,,"-","NA","100000",,
"Division","10.0.0","DivideUsingInt","93,292.90 ns","274.200 ns","243.071 ns",,"1.00",,,,"-","NA","100000",,
"DynamicObjects","10.0.0","InitJaggedArray","2.389 ms","0.0558 ms","0.1644 ms",,"1.00","62.5000","27.3438","-","1.03 MB","1.00",,,
"DynamicObjects","10.0.0","InitDynamicJaggedArray","66.128 ms","1.3200 ms","3.1627 ms",,"27.81","2750.0000","2625.0000","750.0000","32.03 MB","31.06",,,
"EfcChangeTrackingStrategies","7.0.13","Add_500","1,040.358 ms","18.2853 ms","15.2691 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Add_500","994.598 ms","15.4188 ms","12.8754 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Add_500","973.407 ms","7.4765 ms","6.2432 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Add_500","1,009.971 ms","18.2202 ms","15.2147 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Add_One","3.684 ms","0.0712 ms","0.1592 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Add_One","3.577 ms","0.0710 ms","0.2037 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Add_One","3.460 ms","0.0685 ms","0.1628 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Add_One","3.616 ms","0.0717 ms","0.1986 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Update_All","126.632 ms","1.9461 ms","1.8204 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Update_All","69.876 ms","1.3267 ms","1.9447 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Update_All","55.474 ms","1.0826 ms","1.3691 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Update_All","56.346 ms","0.9987 ms","1.0686 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Update_Quarter_Init","128.518 ms","2.5677 ms","3.1534 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Update_Quarter_Init","70.205 ms","1.0912 ms","1.1206 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Update_Quarter_Init","55.577 ms","0.9314 ms","0.8257 ms",,,,,,,,,,
"EfcChangeTrackingStrategies","7.0.13","Update_Quarter_Init","54.799 ms","0.9521 ms","0.8906 ms",,,,,,,,,,
"EnumerableRangeVsArray","10.0.0","PopulateWithExplicitArray","10.19 ns","4.371 ns","0.240 ns",,"1.00",,,,"64 B",,"10",,
"EnumerableRangeVsArray","10.0.0","PopulateWithEnumerableRange","33.51 ns","31.497 ns","1.726 ns",,"3.29",,,,"104 B",,"10",,
"EnumerableRangeVsArray","10.0.0","PopulateAndTakeAverageWithExplicitArray","77.88 ns","27.269 ns","1.495 ns",,"7.65",,,,"96 B",,"10",,
"EnumerableRangeVsArray","10.0.0","PopulateAndTakeAverageWithEnumerableRange","72.93 ns","54.152 ns","2.968 ns",,"7.17",,,,"40 B",,"10",,
"EnumerableRangeVsArray","10.0.0","PopulateAndTakeSumWithExplicitArray","74.65 ns","103.103 ns","5.651 ns",,"7.33",,,,"136 B",,"10",,
"EnumerableRangeVsArray","10.0.0","PopulateAndTakeSumWithEnumerableRange","140.02 ns","33.862 ns","1.856 ns",,"13.75",,,,"88 B",,"10",,
"EnumerableRangeVsArray","10.0.0","PopulateWithExplicitArray","73.11 ns","8.988 ns","0.493 ns",,"1.00",,,,"424 B",,"100",,
"EnumerableRangeVsArray","10.0.0","PopulateWithEnumerableRange","104.38 ns","21.081 ns","1.156 ns",,"1.43",,,,"464 B",,"100",,
"EnumerableRangeVsArray","10.0.0","PopulateAndTakeAverageWithExplicitArray","659.78 ns","294.690 ns","16.153 ns",,"9.03",,,,"456 B",,"100",,
"EnumerableRangeVsArray","10.0.0","PopulateAndTakeAverageWithEnumerableRange","541.67 ns","822.861 ns","45.104 ns",,"7.41",,,,"40 B",,"100",,
"EnumerableRangeVsArray","10.0.0","PopulateAndTakeSumWithExplicitArray","652.50 ns","188.012 ns","10.306 ns",,"8.93",,,,"856 B",,"100",,
"EnumerableRangeVsArray","10.0.0","PopulateAndTakeSumWithEnumerableRange","740.92 ns","512.656 ns","28.100 ns",,"10.14",,,,"88 B",,"100",,
