"BenchmarkName","DotNetVersion","Method","Mean","Error","StdDev","Median","Ratio","Gen0","Gen1","Gen2","Allocated","AllocRatio","Count","Iterations","CodeSize"
"AnyNonNullVsJustEnumerating","10.0.0","**JustEnumerate**","**5.584 ns**","**0.3374 ns**","**0.9948 ns**",,"**1.03**",,,,"**-**","**NA**","**10**",,
"AnyNonNullVsJustEnumerating","10.0.0","AnyCheckThenEnumerate","12.740 ns","0.3878 ns","1.1435 ns",,"2.36",,,,"-","NA","10",,
"AnyNonNullVsJustEnumerating","10.0.0","**JustEnumerate**","**32,226.422 ns**","**640.5201 ns**","**938.8662 ns**",,"**1.00**",,,,"**-**","**NA**","**100000**",,
"AnyNonNullVsJustEnumerating","10.0.0","AnyCheckThenEnumerate","64,831.953 ns","1,245.4710 ns","1,482.6447 ns",,"2.01",,,,"-","NA","100000",,
"ArrayBoundsChecks","10.0.0","ForLoopCountField","7.501 μs","0.1302 μs","0.1598 μs",,,,,,,,"10000",,"70 B"
"ArrayBoundsChecks","10.0.0","ForLoopCountLocalVariable","5.262 μs","0.0545 μs","0.0510 μs",,,,,,,,"10000",,"54 B"
"ArrayBoundsChecks","10.0.0","ForEachLoopCountField","5.305 μs","0.0967 μs","0.0905 μs",,,,,,,,"10000",,"54 B"
"ArrayBoundsChecks","10.0.0","ForEachLoopCountLocalVariable","5.247 μs","0.0478 μs","0.0447 μs",,,,,,,,"10000",,"54 B"
"ArrayBoundsChecks","10.0.0","Lulz1","5.475 μs","0.0497 μs","0.0465 μs",,,,,,,,"10000",,"60 B"
"ArrayBoundsChecks","10.0.0","Lulz2","5.516 μs","0.0544 μs","0.0482 μs",,,,,,,,"10000",,"68 B"
"ArrayBoundsChecks","10.0.0","Lulz3","5.563 μs","0.0487 μs","0.0431 μs",,,,,,,,"10000",,"58 B"
"ArrayForVsForeach","10.0.0","**ForLoopCountFieldAccess**","**6.921 ns**","**0.1651 ns**","**0.1696 ns**","**6.936 ns**",,,,,,,"**10**",,"**75 B**"
"ArrayForVsForeach","10.0.0","ForLoopCountLocalAccess","4.699 ns","0.0391 ns","0.0366 ns","4.700 ns",,,,,,,"10",,"55 B"
"ArrayForVsForeach","10.0.0","ForEachLoopCount","4.692 ns","0.0308 ns","0.0257 ns","4.699 ns",,,,,,,"10",,"55 B"
"ArrayForVsForeach","10.0.0","**ForLoopCountFieldAccess**","**78.307 ns**","**0.5644 ns**","**0.5280 ns**","**78.345 ns**",,,,,,,"**100**",,"**70 B**"
"ArrayForVsForeach","10.0.0","ForLoopCountLocalAccess","52.790 ns","0.6621 ns","0.6194 ns","52.788 ns",,,,,,,"100",,"55 B"
"ArrayForVsForeach","10.0.0","ForEachLoopCount","52.024 ns","0.7008 ns","0.6555 ns","52.036 ns",,,,,,,"100",,"54 B"
"ArrayForVsForeach","10.0.0","**ForLoopCountFieldAccess**","**73,449.842 ns**","**962.6290 ns**","**803.8388 ns**","**73,308.154 ns**",,,,,,,"**100000**",,"**70 B**"
"ArrayForVsForeach","10.0.0","ForLoopCountLocalAccess","62,531.646 ns","1,305.2215 ns","3,848.4753 ns","63,632.367 ns",,,,,,,"100000",,"54 B"
"ArrayForVsForeach","10.0.0","ForEachLoopCount","62,419.638 ns","1,243.2112 ns","3,424.1649 ns","63,532.016 ns",,,,,,,"100000",,"54 B"
"ArrayInitialization","10.0.0","**InitJaggedRandomValues**","**51.83 μs**","**0.984 μs**","**2.118 μs**",,,,,,,,,,
"ArrayInitialization","10.0.0","InitMultidimensionalRandomValues","58.36 μs","1.160 μs","2.910 μs",,,,,,,,,,
"ArrayInitialization","10.0.0","InitJaggedFixedValue","45.01 μs","0.642 μs","0.600 μs",,,,,,,,,,
"ArrayInitialization","10.0.0","InitMultidimensionalFixedValue","21.08 μs","0.143 μs","0.127 μs",,,,,,,,,,
"ArrayInitialization","10.0.0","**InitJaggedRandomValues**","**8,615.43 μs**","**50.792 μs**","**45.025 μs**",,,,,,,,,,
"ArrayInitialization","10.0.0","InitMultidimensionalRandomValues","9,179.39 μs","36.193 μs","32.084 μs",,,,,,,,,,
"ArrayInitialization","10.0.0","InitJaggedFixedValue","2,293.24 μs","51.074 μs","150.593 μs",,,,,,,,,,
"ArrayInitialization","10.0.0","InitMultidimensionalFixedValue","2,619.70 μs","14.330 μs","13.404 μs",,,,,,,,,,
"ArrayListVsList","10.0.0","CreateArrayListOfInt","5,432.35 μs","104.866 μs","107.689 μs",,"86.65","359.3750","351.5625","210.9375","4497596 B","NA","100000",,
"ArrayListVsList","10.0.0","CreateListOfInt","262.56 μs","5.222 μs","5.128 μs",,"4.19","56.6406","48.8281","48.8281","1049262 B","NA","100000",,
"ArrayListVsList","10.0.0","CreateArrayListOfObject","6,613.46 μs","93.620 μs","87.572 μs",,"105.49","406.2500","398.4375","210.9375","5287998 B","NA","100000",,
"ArrayListVsList","10.0.0","CreateListOfObject","6,672.49 μs","127.647 μs","174.725 μs",,"106.43","406.2500","398.4375","210.9375","5287999 B","NA","100000",,
"ArrayListVsList","10.0.0","IterateArrayListOfInt","256.24 μs","1.822 μs","1.704 μs",,"4.09","-","-","-","48 B","NA","100000",,
"ArrayListVsList","10.0.0","IterateListOfInt","62.70 μs","0.387 μs","0.362 μs",,"1.00","-","-","-","-","NA","100000",,
"ArrayListVsList","10.0.0","IterateArrayListOfObject","255.68 μs","1.980 μs","1.756 μs",,"4.08","-","-","-","48 B","NA","100000",,
"ArrayListVsList","10.0.0","IterateListOfObject","96.76 μs","0.371 μs","0.347 μs",,"1.54","-","-","-","-","NA","100000",,
"ArrayPoolVsStackAlloc","10.0.0","**TestBuildingGuidsWithStackAlloc**","**1.776 μs**","**0.0327 μs**","**0.0290 μs**",,,"**0.0267**","**-**",,"**448 B**",,,,
"ArrayPoolVsStackAlloc","10.0.0","TestBuildingGuidsWithArrayPool","1.887 μs","0.0189 μs","0.0168 μs",,,"0.0267","-",,"448 B",,,,
"ArrayPoolVsStackAlloc","10.0.0","TestBuildingGuidsWithNewArray","1.775 μs","0.0083 μs","0.0073 μs",,,"0.0362","-",,"608 B",,,,
"ArrayPoolVsStackAlloc","10.0.0","**TestBuildingGuidsWithStackAlloc**","**45.421 μs**","**0.2374 μs**","**0.2104 μs**",,,"**0.6714**","**-**",,"**11792 B**",,,,
"ArrayPoolVsStackAlloc","10.0.0","TestBuildingGuidsWithArrayPool","49.128 μs","0.2858 μs","0.2387 μs",,,"0.6714","-",,"11792 B",,,,
"ArrayPoolVsStackAlloc","10.0.0","TestBuildingGuidsWithNewArray","45.390 μs","0.2951 μs","0.2760 μs",,,"0.9155","-",,"15792 B",,,,
"ArrayPoolVsStackAlloc","10.0.0","**TestBuildingGuidsWithStackAlloc**","**475.094 μs**","**1.1170 μs**","**0.8721 μs**",,,"**6.3477**","**-**",,"**111304 B**",,,,
"ArrayPoolVsStackAlloc","10.0.0","TestBuildingGuidsWithArrayPool","513.878 μs","7.3071 μs","6.8351 μs",,,"5.8594","-",,"111304 B",,,,
"ArrayPoolVsStackAlloc","10.0.0","TestBuildingGuidsWithNewArray","472.191 μs","1.7989 μs","1.5947 μs",,,"8.7891","0.4883",,"152264 B",,,,
"ArrayRotate","10.0.0","**RotateLeftWithReverse**","**30.87 ns**","**0.321 ns**","**0.300 ns**",,,"**-**",,,"**-**",,,,
"ArrayRotate","10.0.0","RotateLeftWithCopy","59.37 ns","1.159 ns","1.084 ns",,,"0.0048",,,"80 B",,,,
"ArrayRotate","10.0.0","RotateLeftWithJuggling","22.34 ns","0.208 ns","0.195 ns",,,"-",,,"-",,,,
"ArrayRotate","10.0.0","RotateLeftArrayCopyAaron","12.67 ns","0.276 ns","0.244 ns",,,"0.0048",,,"80 B",,,,
"ArrayRotate","10.0.0","**RotateLeftWithReverse**","**33.87 ns**","**0.347 ns**","**0.307 ns**",,,"**-**",,,"**-**",,,,
"ArrayRotate","10.0.0","RotateLeftWithCopy","59.66 ns","0.928 ns","0.868 ns",,,"0.0048",,,"80 B",,,,
"ArrayRotate","10.0.0","RotateLeftWithJuggling","26.68 ns","0.212 ns","0.198 ns",,,"-",,,"-",,,,
"ArrayRotate","10.0.0","RotateLeftArrayCopyAaron","11.92 ns","0.085 ns","0.080 ns",,,"0.0048",,,"80 B",,,,
"ArrayRotate","10.0.0","**RotateLeftWithReverse**","**29.28 ns**","**0.311 ns**","**0.291 ns**",,,"**-**",,,"**-**",,,,
"ArrayRotate","10.0.0","RotateLeftWithCopy","60.21 ns","1.187 ns","1.110 ns",,,"0.0048",,,"80 B",,,,
"ArrayRotate","10.0.0","RotateLeftWithJuggling","35.58 ns","0.230 ns","0.204 ns",,,"-",,,"-",,,,
"ArrayRotate","10.0.0","RotateLeftArrayCopyAaron","11.56 ns","0.139 ns","0.123 ns",,,"0.0048",,,"80 B",,,,
"ArrayRotate","10.0.0","**RotateLeftWithReverse**","**31.50 ns**","**0.272 ns**","**0.255 ns**",,,"**-**",,,"**-**",,,,
"ArrayRotate","10.0.0","RotateLeftWithCopy","58.94 ns","0.782 ns","0.694 ns",,,"0.0048",,,"80 B",,,,
"ArrayRotate","10.0.0","RotateLeftWithJuggling","26.70 ns","0.287 ns","0.268 ns",,,"-",,,"-",,,,
"ArrayRotate","10.0.0","RotateLeftArrayCopyAaron","12.18 ns","0.222 ns","0.207 ns",,,"0.0048",,,"80 B",,,,
"ArraySum","10.0.0","SumJagged","768.45 μs","3.380 μs","2.639 μs",,"0.77",,,,,,,,
"ArraySum","10.0.0","SumMultiDimensional","1,001.21 μs","7.655 μs","7.161 μs",,"1.00",,,,,,,,
"ArraySum","10.0.0","SumMultiDimensionalReversedIndexes","1,299.19 μs","8.048 μs","7.134 μs",,"1.30",,,,,,,,
"ArraySum","10.0.0","SumJaggedReversedIndexes","1,475.30 μs","4.880 μs","4.565 μs",,"1.47",,,,,,,,
"ArraySum","10.0.0","SumJaggedOptimizedKozi","354.50 μs","1.789 μs","1.673 μs",,"0.35",,,,,,,,
"ArraySum","10.0.0","SumMultiDimensionalLocalVariableGoose","738.24 μs","6.167 μs","5.467 μs",,"0.74",,,,,,,,
"ArraySum","10.0.0","SumJaggedLocalVariableGoose","632.90 μs","3.653 μs","3.238 μs",,"0.63",,,,,,,,
"ArraySum","10.0.0","SumWithReadOnlySpanKozi","323.20 μs","3.227 μs","3.019 μs",,"0.32",,,,,,,,
"ArraySum","10.0.0","SumMultiDimensionalAkari","327.51 μs","1.976 μs","1.849 μs",,"0.33",,,,,,,,
"ArraySum","10.0.0","SumMultiDimensionalVectorAkari","78.71 μs","0.474 μs","0.443 μs",,"0.08",,,,,,,,
"ArraySum","10.0.0","SumMultiDimensionalVector256Akari","102.64 μs","0.324 μs","0.303 μs",,"0.10",,,,,,,,
"ArraySum","10.0.0","SumMultiDimensionalVector256AkariNoFixed","102.56 μs","0.312 μs","0.277 μs",,"0.10",,,,,,,,
"ArraySum","10.0.0","SumMultiDimensionalVector256AkariNoFixedWithIntermediateShorts","35.20 μs","0.259 μs","0.242 μs",,"0.04",,,,,,,,
"ArraySum","10.0.0","SumHandrolledAkseli","640.71 μs","3.958 μs","3.702 μs",,"0.64",,,,,,,,
"ArraySum","10.0.0","SumHandrolledAkseliJuly2023","19.09 μs","0.192 μs","0.180 μs",,"0.02",,,,,,,,
"ArrayVsDictionaryLookup","10.0.0","**LookupUsingArray**","**18.22 μs**","**0.103 μs**","**0.096 μs**",,,,,,"**-**",,,"**10**",
"ArrayVsDictionaryLookup","10.0.0","LookupUsingDictionary","18.84 μs","0.091 μs","0.085 μs",,,,,,"-",,,"10",
"ArrayVsDictionaryLookup","10.0.0","**LookupUsingArray**","**182.10 μs**","**0.694 μs**","**0.649 μs**",,,,,,"**-**",,,"**100**",
"ArrayVsDictionaryLookup","10.0.0","LookupUsingDictionary","188.41 μs","0.782 μs","0.731 μs",,,,,,"-",,,"100",
"ArrayVsDictionaryLookup","10.0.0","**LookupUsingArray**","**1,821.02 μs**","**3.437 μs**","**3.215 μs**",,,,,,"**-**",,,"**1000**",
"ArrayVsDictionaryLookup","10.0.0","LookupUsingDictionary","1,898.47 μs","3.606 μs","3.373 μs",,,,,,"-",,,"1000",
"ArrayVsDictionaryLookup","10.0.0","**LookupUsingArray**","**18,203.76 μs**","**86.860 μs**","**81.249 μs**",,,,,,"**-**",,,"**10000**",
"ArrayVsDictionaryLookup","10.0.0","LookupUsingDictionary","18,830.75 μs","101.818 μs","95.241 μs",,,,,,"-",,,"10000",
"ArrayVsDictionaryLookup","10.0.0","**LookupUsingArray**","**182,080.20 μs**","**1,073.452 μs**","**1,004.108 μs**",,,,,,"**-**",,,"**100000**",
"ArrayVsDictionaryLookup","10.0.0","LookupUsingDictionary","189,531.92 μs","1,198.354 μs","1,120.941 μs",,,,,,"-",,,"100000",
"AsCastVsDirectCast","10.0.0","**AsCast**","**12.25 ns**","**0.079 ns**","**0.070 ns**",,"**1.00**",,,,,,"**10**",,
"AsCastVsDirectCast","10.0.0","DirectCast","13.49 ns","0.127 ns","0.113 ns",,"1.10",,,,,,"10",,
"AsCastVsDirectCast","10.0.0","**AsCast**","**1,052.33 ns**","**6.917 ns**","**6.470 ns**",,"**1.00**",,,,,,"**1000**",,
"AsCastVsDirectCast","10.0.0","DirectCast","1,060.74 ns","9.248 ns","8.198 ns",,"1.01",,,,,,"1000",,
"AsCastVsDirectCast","10.0.0","**AsCast**","**1,420,308.51 ns**","**14,514.454 ns**","**13,576.830 ns**",,"**1.00**",,,,,,"**1000000**",,
"AsCastVsDirectCast","10.0.0","DirectCast","1,324,906.58 ns","21,046.829 ns","19,687.217 ns",,"0.93",,,,,,"1000000",,
"AsParallelIteration","6.0.9","**NoParallel**","**12.574 ms**","**0.3127 ms**","**0.8921 ms**","**12.468 ms**","**2.55**",,,,"**3 MB**",,,,
"AsParallelIteration","6.0.9","ParallelA","5.490 ms","0.1798 ms","0.5301 ms","5.284 ms","1.11",,,,"3 MB",,,,
"AsParallelIteration","6.0.9","ParallelB","12.891 ms","0.2570 ms","0.7289 ms","12.674 ms","2.62",,,,"3 MB",,,,
"AsParallelIteration","6.0.9","ParallelC","4.945 ms","0.1028 ms","0.3031 ms","4.907 ms","1.00",,,,"3 MB",,,,
"AsParallelIteration","6.0.9","**NoParallel**","**15.257 ms**","**0.3622 ms**","**1.0623 ms**","**15.036 ms**","**1.74**",,,,"**3 MB**",,,,
"AsParallelIteration","6.0.9","ParallelA","5.445 ms","0.1077 ms","0.2075 ms","5.413 ms","0.48",,,,"4 MB",,,,
"AsParallelIteration","6.0.9","ParallelB","15.949 ms","0.4845 ms","1.4057 ms","15.928 ms","1.77",,,,"3 MB",,,,
"AsParallelIteration","6.0.9","ParallelC","12.503 ms","2.3624 ms","6.9657 ms","12.588 ms","1.00",,,,"4 MB",,,,
"AsParallelIteration","6.0.9","**NoParallel**","**19.215 ms**","**0.4219 ms**","**1.2037 ms**","**19.221 ms**","**1.13**",,,,"**4 MB**",,,,
"AsParallelIteration","6.0.9","ParallelA","7.107 ms","0.1900 ms","0.5543 ms","7.046 ms","0.41",,,,"4 MB",,,,
"AsParallelIteration","6.0.9","ParallelB","25.943 ms","1.6668 ms","4.9147 ms","24.782 ms","1.57",,,,"4 MB",,,,
"AsParallelIteration","6.0.9","ParallelC","21.960 ms","3.2402 ms","9.4518 ms","23.019 ms","1.00",,,,"5 MB",,,,
"AspNetRouteLookups","10.0.0","MatchUrlsUsingTemplateMatcher","19.04 μs","0.194 μs","0.181 μs",,"1.18","0.0916",,,"1920 B","NA","100",,
"AspNetRouteLookups","10.0.0","MatchUrlsUsingRegex","16.12 μs","0.179 μs","0.168 μs",,"1.00","-",,,"-","NA","100",,
"AsyncAwaitVsTaskReturn","9.0.6","AsyncAwaitWithAwaitChain","129.24 μs","2.549 μs","5.958 μs",,"2.09","6.8359",,,"29.84 KB","3.14","100",,
"AsyncAwaitVsTaskReturn","9.0.6","AsyncAwaitWithReturnChain","61.98 μs","1.215 μs","2.399 μs",,"1.00","2.1973",,,"9.49 KB","1.00","100",,
"AsyncReadTest","8.0.1","**NonAsync**","**3,250.9 ns**","**64.01 ns**","**144.48 ns**","**3,243.6 ns**",,"**1.9035**",,,"**8224 B**",,,,
"AsyncReadTest","8.0.1","NonAsyncWithArrayPool","5,223.9 ns","109.97 ns","315.52 ns","5,191.5 ns",,"-",,,"-",,,,
"AsyncReadTest","8.0.1","NonAsyncWithFixedBuffer","1,963.7 ns","32.48 ns","28.80 ns","1,969.0 ns",,"-",,,"-",,,,
"AsyncReadTest","8.0.1","Async","10,117.8 ns","205.39 ns","569.13 ns","9,983.2 ns",,"6.1951",,,"26776 B",,,,
"AsyncReadTest","8.0.1","AsyncWithAwait","10,235.4 ns","196.67 ns","248.72 ns","10,243.7 ns",,"6.2103",,,"26808 B",,,,
"AsyncReadTest","8.0.1","RawBytesAndSpan","598.5 ns","9.58 ns","8.96 ns","599.6 ns",,"-",,,"-",,,,
"AsyncReadTest","8.0.1","**NonAsync**","**3,221,134.3 ns**","**58,806.44 ns**","**84,338.44 ns**","**3,203,907.6 ns**",,"**1941.4063**",,,"**8388664 B**",,,,
"AsyncReadTest","8.0.1","NonAsyncWithArrayPool","4,992,204.6 ns","98,349.20 ns","113,259.08 ns","4,979,602.7 ns",,"-",,,"51 B",,,,
"AsyncReadTest","8.0.1","NonAsyncWithFixedBuffer","1,999,823.3 ns","33,357.66 ns","31,202.77 ns","1,986,736.3 ns",,"-",,,"2 B",,,,
"AsyncReadTest","8.0.1","Async","11,280,753.7 ns","223,441.33 ns","531,031.96 ns","11,369,045.3 ns",,"6312.5000",,,"27263224 B",,,,
"AsyncReadTest","8.0.1","AsyncWithAwait","10,821,332.3 ns","333,981.46 ns","919,881.95 ns","10,666,325.0 ns",,"6312.5000",,,"27263166 B",,,,
"AsyncReadTest","8.0.1","RawBytesAndSpan","604,770.8 ns","10,236.35 ns","8,547.82 ns","606,142.0 ns",,"-",,,"-",,,,
"AsyncReadTest","8.0.1","**NonAsync**","**33,133,081.2 ns**","**1,003,084.83 ns**","**2,878,038.42 ns**","**32,217,153.1 ns**",,"**19437.5000**",,,"**83886124 B**",,,,
"AsyncReadTest","8.0.1","NonAsyncWithArrayPool","60,446,852.8 ns","1,207,448.44 ns","3,138,319.03 ns","59,449,914.3 ns",,"-",,,"105 B",,,,
"AsyncReadTest","8.0.1","NonAsyncWithFixedBuffer","20,878,286.8 ns","403,939.92 ns","525,235.99 ns","20,885,445.3 ns",,"-",,,"12 B",,,,
"AsyncReadTest","8.0.1","Async","93,335,641.1 ns","1,861,619.45 ns","5,001,119.76 ns","92,943,908.3 ns",,"63166.6667",,,"272629979 B",,,,
"AsyncReadTest","8.0.1","AsyncWithAwait","101,451,200.7 ns","2,021,675.48 ns","5,500,117.26 ns","100,041,610.0 ns",,"63200.0000",,,"272630024 B",,,,
"AsyncReadTest","8.0.1","RawBytesAndSpan","6,347,551.4 ns","126,633.09 ns","303,404.80 ns","6,252,613.3 ns",,"-",,,"3 B",,,,
"AsyncReadTest","8.0.1","**NonAsync**","**154,416,109.5 ns**","**3,078,944.31 ns**","**8,480,306.81 ns**","**152,126,566.7 ns**",,"**97000.0000**",,,"**419430565 B**",,,,
"AsyncReadTest","8.0.1","NonAsyncWithArrayPool","267,746,846.9 ns","7,536,860.52 ns","19,855,105.23 ns","265,921,600.0 ns",,"-",,,"736 B",,,,
"AsyncReadTest","8.0.1","NonAsyncWithFixedBuffer","100,256,602.9 ns","1,004,781.69 ns","890,712.80 ns","100,188,100.0 ns",,"-",,,"80 B",,,,
"AsyncReadTest","8.0.1","Async","469,896,165.9 ns","9,352,481.70 ns","25,284,978.10 ns","463,531,400.0 ns",,"316000.0000",,,"1363149352 B",,,,
"AsyncReadTest","8.0.1","AsyncWithAwait","517,961,125.6 ns","13,634,687.10 ns","38,008,057.84 ns","507,618,650.0 ns",,"316000.0000",,,"1363149384 B",,,,
"AsyncReadTest","8.0.1","RawBytesAndSpan","30,365,263.9 ns","559,864.11 ns","549,861.41 ns","30,378,085.9 ns",,"-",,,"12 B",,,,
"AsyncSignaledEvents","7.0.7","SemaphoreSlimAsync","139.74 μs","2.744 μs","3.936 μs",,,"10.0098","0.4883",,"41.71 KB",,"100",,
"AsyncSignaledEvents","7.0.7","AsyncSemaphoreAsync","182.31 μs","3.612 μs","4.568 μs",,,"12.2070","-",,"51.15 KB",,"100",,
"AsyncSignaledEvents","7.0.7","AsyncManualResetEventAsync","74.30 μs","1.468 μs","3.128 μs",,,"5.4932","-",,"23.48 KB",,"100",,
"AsyncSignaledEvents","7.0.7","AsyncManualResetEventNitoAsync","67.07 μs","1.325 μs","2.737 μs",,,"5.4932","-",,"23.46 KB",,"100",,
"AsyncVsNonAsyncMemoryStreamRead","10.0.0","**ReadMemoryStream**","**15.11 ns**","**0.313 ns**","**0.278 ns**",,"**1.00**","**0.0167**",,,"**280 B**","**1.00**","**1000**",,
"AsyncVsNonAsyncMemoryStreamRead","10.0.0","ReadMemoryStreamAsync","29.54 ns","0.625 ns","0.614 ns",,"1.95","0.0210",,,"352 B","1.26","1000",,
"AsyncVsNonAsyncMemoryStreamRead","10.0.0","ReadMemoryStreamAsyncCancelTokenOverload","35.22 ns","0.512 ns","0.479 ns",,"2.33","0.0210",,,"352 B","1.26","1000",,
"AsyncVsNonAsyncMemoryStreamRead","10.0.0","**ReadMemoryStream**","**11.86 ns**","**0.273 ns**","**0.242 ns**",,"**1.00**","**0.0167**",,,"**280 B**","**1.00**","**100000**",,
"AsyncVsNonAsyncMemoryStreamRead","10.0.0","ReadMemoryStreamAsync","29.65 ns","0.647 ns","0.665 ns",,"2.50","0.0210",,,"352 B","1.26","100000",,
"AsyncVsNonAsyncMemoryStreamRead","10.0.0","ReadMemoryStreamAsyncCancelTokenOverload","36.17 ns","0.680 ns","0.603 ns",,"3.05","0.0210",,,"352 B","1.26","100000",,
"AsyncVsNonAsyncMemoryStreamRead","10.0.0","**ReadMemoryStream**","**11.90 ns**","**0.285 ns**","**0.280 ns**",,"**1.00**","**0.0167**",,,"**280 B**","**1.00**","**1000000**",,
"AsyncVsNonAsyncMemoryStreamRead","10.0.0","ReadMemoryStreamAsync","29.73 ns","0.486 ns","0.455 ns",,"2.50","0.0210",,,"352 B","1.26","1000000",,
"AsyncVsNonAsyncMemoryStreamRead","10.0.0","ReadMemoryStreamAsyncCancelTokenOverload","36.16 ns","0.637 ns","0.565 ns",,"3.04","0.0210",,,"352 B","1.26","1000000",,
"AsyncVsSyncFileIO","10.0.0","**WriteFileSync**","**273.85 μs**","**5.420 μs**","**7.773 μs**","**273.74 μs**","**3.60**","**-**","**-**",,"**6.7 KB**","**0.84**","**10**",,
"AsyncVsSyncFileIO","10.0.0","WriteFileAsync","277.91 μs","5.264 μs","5.406 μs","278.81 μs","3.65","-","-",,"6.7 KB","0.84","10",,
"AsyncVsSyncFileIO","10.0.0","ReadFileSync","76.28 μs","1.503 μs","3.001 μs","77.17 μs","1.00","0.3662","-",,"7.97 KB","1.00","10",,
"AsyncVsSyncFileIO","10.0.0","ReadFileAsync","110.36 μs","2.138 μs","2.926 μs","110.02 μs","1.45","0.4883","-",,"9.74 KB","1.22","10",,
"AsyncVsSyncFileIO","10.0.0","**WriteFileSync**","**277.04 μs**","**5.431 μs**","**8.456 μs**","**276.23 μs**","**3.55**","**0.4883**","**-**",,"**9.73 KB**","**0.90**","**100**",,
"AsyncVsSyncFileIO","10.0.0","WriteFileAsync","278.11 μs","5.430 μs","7.060 μs","277.50 μs","3.57","0.4883","-",,"9.73 KB","0.90","100",,
"AsyncVsSyncFileIO","10.0.0","ReadFileSync","78.02 μs","1.116 μs","1.044 μs","78.08 μs","1.00","0.6104","-",,"10.78 KB","1.00","100",,
"AsyncVsSyncFileIO","10.0.0","ReadFileAsync","106.62 μs","2.111 μs","3.468 μs","106.08 μs","1.37","1.2207","-",,"18.88 KB","1.75","100",,
"AsyncVsSyncFileIO","10.0.0","**WriteFileSync**","**3,920.63 μs**","**77.329 μs**","**156.209 μs**","**3,950.52 μs**","**1.61**","**187.5000**","**-**",,"**3125.39 KB**","**1.00**","**100000**",,
"AsyncVsSyncFileIO","10.0.0","WriteFileAsync","6,905.47 μs","140.951 μs","411.161 μs","7,034.94 μs","2.84","187.5000","-",,"3171.62 KB","1.01","100000",,
"AsyncVsSyncFileIO","10.0.0","ReadFileSync","2,433.64 μs","48.264 μs","98.590 μs","2,454.28 μs","1.00","191.4063","3.9063",,"3132.7 KB","1.00","100000",,
"AsyncVsSyncFileIO","10.0.0","ReadFileAsync","5,427.33 μs","108.464 μs","316.395 μs","5,533.97 μs","2.23","609.3750","15.6250",,"10199.22 KB","3.26","100000",,
"AtLeastOneCommonElement","10.0.0","**ListAnyListContains**","**18.75 ns**","**0.099 ns**","**0.092 ns**","**18.78 ns**","**1.45**","**-**","**-**",,"**-**","**NA**","**10**",,
"AtLeastOneCommonElement","10.0.0","ListAnyHashSetContains","19.61 ns","0.425 ns","0.788 ns","19.62 ns","1.51","-","-",,"-","NA","10",,
"AtLeastOneCommonElement","10.0.0","ListAnyFrozenSetContains","10.27 ns","0.235 ns","0.647 ns","10.07 ns","0.79","-","-",,"-","NA","10",,
"AtLeastOneCommonElement","10.0.0","LinqIntersectListThenAny","197.50 ns","1.304 ns","1.219 ns","197.66 ns","15.25","0.0257","-",,"432 B","NA","10",,
"AtLeastOneCommonElement","10.0.0","HashSetOverlapsListMethod","24.31 ns","0.117 ns","0.109 ns","24.31 ns","1.88","-","-",,"-","NA","10",,
"AtLeastOneCommonElement","10.0.0","FrozenSetOverlapsListMethod","12.95 ns","0.038 ns","0.036 ns","12.94 ns","1.00","-","-",,"-","NA","10",,
"AtLeastOneCommonElement","10.0.0","**ListAnyListContains**","**42,613.28 ns**","**154.853 ns**","**120.899 ns**","**42,636.25 ns**","**31.00**","**-**","**-**",,"**-**","**NA**","**1000**",,
"AtLeastOneCommonElement","10.0.0","ListAnyHashSetContains","1,528.32 ns","6.030 ns","5.640 ns","1,531.19 ns","1.11","-","-",,"-","NA","1000",,
"AtLeastOneCommonElement","10.0.0","ListAnyFrozenSetContains","1,201.53 ns","8.717 ns","8.154 ns","1,202.47 ns","0.87","-","-",,"-","NA","1000",,
"AtLeastOneCommonElement","10.0.0","LinqIntersectListThenAny","11,732.21 ns","74.561 ns","69.745 ns","11,742.48 ns","8.53","1.0681","0.0610",,"17904 B","NA","1000",,
"AtLeastOneCommonElement","10.0.0","HashSetOverlapsListMethod","1,766.21 ns","10.181 ns","9.025 ns","1,762.61 ns","1.28","-","-",,"-","NA","1000",,
"AtLeastOneCommonElement","10.0.0","FrozenSetOverlapsListMethod","1,374.83 ns","7.582 ns","7.092 ns","1,376.23 ns","1.00","-","-",,"-","NA","1000",,
"Base64DecodeAfterFirstChar","10.0.0","**ConvertFromBase64WtihSubstring**","**369.6 μs**","**2.95 μs**","**2.76 μs**",,"**1.17**","**26.8555**","**11.7188**","**-**","**441.98 KB**","**1.54**","**100**",,
"Base64DecodeAfterFirstChar","10.0.0","ConvertTryFromBase64Chars","314.6 μs","2.36 μs","2.21 μs",,"1.00","17.5781","7.3242","-","287.3 KB","1.00","100",,
"Base64DecodeAfterFirstChar","10.0.0","ConvertTryFromBase64CharsWithArrayPool","323.8 μs","2.39 μs","2.12 μs",,"1.03","17.5781","7.3242","-","287.3 KB","1.00","100",,
"Base64DecodeAfterFirstChar","10.0.0","**ConvertFromBase64WtihSubstring**","**82,225.1 μs**","**1,575.80 μs**","**2,841.49 μs**",,"**1.14**","**3333.3333**","**3000.0000**","**1000.0000**","**44241.82 KB**","**1.54**","**10000**",,
